HTL state,Time GPS,Mission time,MGT-X raw,MGT-Y raw,MGT-Z raw,MGT-X mgauss,MGT-Y mgauss,MGT-Z mgauss,ACC-X raw,ACC-Y raw,ACC-Z raw,ACC-X mg,ACC-Y mg,ACC-Z mg,GYRO-X raw,GYRO-Y raw,GYRO-Z raw,GYRO-X mdps,GYRO-Y mdps,GYRO-Z mdps,Temp raw,Temp Celsius
A1,Thu 1970-01-01 01:00:00 CET,823.018,-2611,1441,247,-365.540009,201.740005,34.580002,-13,-39,1349,-9.516000,-28.548000,987.468018,117,-57,38,8190.000000,-3990.000000,2660.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,824.017,-2628,1453,314,-367.920013,203.419998,43.959999,-31,-84,1348,-22.691999,-61.487999,986.735962,119,-55,39,8330.000000,-3850.000000,2730.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,825.017,-2649,1457,260,-370.860016,203.979996,36.400002,-10,-32,1332,-7.320000,-23.424000,975.023987,115,-54,41,8050.000000,-3780.000000,2870.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,826.017,-2700,1460,273,-378.000000,204.399994,38.220001,-28,-68,1344,-20.496000,-49.776001,983.807983,115,-56,42,8050.000000,-3920.000000,2940.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,827.018,-2663,1468,240,-372.820007,205.520004,33.599998,-7,-39,1326,-5.124000,-28.548000,970.632019,113,-54,43,7910.000000,-3780.000000,3010.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,828.018,-2686,1514,261,-376.040009,211.960007,36.540001,-25,-52,1338,-18.299999,-38.063999,979.416016,113,-58,42,7910.000000,-4060.000000,2940.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,829.019,-2634,1479,301,-368.760010,207.059998,42.139999,-12,-51,1333,-8.784000,-37.332001,975.755981,105,-55,41,7350.000000,-3850.000000,2870.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,830.017,-2679,1474,296,-375.059998,206.360001,41.439999,-26,-35,1336,-19.032000,-25.619999,977.951965,117,-54,37,8190.000000,-3780.000000,2590.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,831.017,-2652,1493,266,-371.279999,209.020004,37.240002,-11,-81,1346,-8.052000,-59.292000,985.271973,106,-55,44,7420.000000,-3850.000000,3080.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,832.017,-2684,1511,279,-375.760010,211.539993,39.060001,-18,-26,1341,-13.176000,-19.032000,981.612000,116,-52,40,8120.000000,-3640.000000,2800.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,833.015,-2636,1442,126,-369.040009,201.880005,17.639999,-16,-86,1344,-11.712000,-62.952000,983.807983,116,-60,44,8120.000000,-4200.000000,3080.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,834.016,-2622,1425,128,-367.079987,199.500000,17.920000,-23,-40,1332,-16.836000,-29.279999,975.023987,112,-52,42,7840.000000,-3640.000000,2940.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,835.017,-2651,1504,205,-371.140015,210.559998,28.700001,-19,-84,1345,-13.908000,-61.487999,984.539978,112,-59,39,7840.000000,-4130.000000,2730.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,836.018,-2658,1482,253,-372.119995,207.479996,35.420002,-19,-60,1331,-13.908000,-43.919998,974.291992,104,-55,40,7280.000000,-3850.000000,2800.000000,235,39.343262
A1,Thu 1970-01-01 01:00:00 CET,837.018,-2669,1465,165,-373.660004,205.100006,23.100000,-8,-53,1338,-5.856000,-38.796001,979.416016,118,-60,39,8260.000000,-4200.000000,2730.000000,234,39.282227
A1,Thu 1970-01-01 01:00:00 CET,838.019,-2641,1489,214,-369.739990,208.460007,29.960001,-25,-82,1346,-18.299999,-60.023998,985.271973,109,-50,40,7630.000000,-3500.000000,2800.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,839.017,-2607,1455,246,-364.980011,203.699997,34.439999,-11,-36,1341,-8.052000,-26.351999,981.612000,117,-58,39,8190.000000,-4060.000000,2730.000000,235,39.343262
A1,Thu 1970-01-01 01:00:00 CET,840.018,-2669,1453,168,-373.660004,203.419998,23.520000,-24,-79,1361,-17.568001,-57.827999,996.252014,108,-58,40,7560.000000,-4060.000000,2800.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,841.018,-2669,1459,214,-373.660004,204.259995,29.960001,-20,-32,1331,-14.639999,-23.424000,974.291992,119,-54,40,8330.000000,-3780.000000,2800.000000,234,39.282227
A1,Thu 1970-01-01 01:00:00 CET,842.017,-2679,1463,226,-375.059998,204.820007,31.639999,-23,-64,1353,-16.836000,-46.848000,990.395996,115,-57,41,8050.000000,-3990.000000,2870.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,843.017,-2673,1436,297,-374.220001,201.039993,41.580002,-22,-77,1346,-16.104000,-56.363998,985.271973,112,-53,41,7840.000000,-3710.000000,2870.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,844.018,-2653,1479,295,-371.420013,207.059998,41.299999,-13,-43,1352,-9.516000,-31.476000,989.664001,116,-60,43,8120.000000,-4200.000000,3010.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,845.016,-2646,1478,335,-370.440002,206.919998,46.900002,-22,-88,1341,-16.104000,-64.416000,981.612000,103,-53,37,7210.000000,-3710.000000,2590.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,846.015,-2680,1498,282,-375.200012,209.720001,39.480000,-8,-33,1334,-5.856000,-24.156000,976.487976,120,-58,42,8400.000000,-4060.000000,2940.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,847.017,-2652,1516,234,-371.279999,212.240005,32.759998,-27,-81,1338,-19.764000,-59.292000,979.416016,106,-58,46,7420.000000,-4060.000000,3220.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,848.018,-2598,1470,146,-363.720001,205.800003,20.440001,-12,-37,1328,-8.784000,-27.084000,972.096008,114,-56,41,7980.000000,-3920.000000,2870.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,849.017,-2675,1445,226,-374.500000,202.300003,31.639999,-29,-53,1342,-21.228001,-38.796001,982.343994,120,-58,37,8400.000000,-4060.000000,2590.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,850.017,-2647,1450,143,-370.579987,203.000000,20.020000,-16,-58,1324,-11.712000,-42.456001,969.167969,105,-53,45,7350.000000,-3710.000000,3150.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,851.018,-2654,1452,237,-371.559998,203.279999,33.180000,-25,-31,1342,-18.299999,-22.691999,982.343994,110,-54,43,7700.000000,-3780.000000,3010.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,852.018,-2669,1464,199,-373.660004,204.960007,27.860001,-15,-76,1342,-10.980000,-55.632000,982.343994,109,-55,42,7630.000000,-3850.000000,2940.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,853.018,-2657,1473,223,-371.980011,206.220001,31.219999,-21,-22,1342,-15.372000,-16.104000,982.343994,119,-54,43,8330.000000,-3780.000000,3010.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,854.018,-2639,1482,300,-369.459991,207.479996,42.000000,-18,-88,1341,-13.176000,-64.416000,981.612000,112,-55,40,7840.000000,-3850.000000,2800.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,855.017,-2645,1439,274,-370.299988,201.460007,38.360001,-21,-44,1335,-15.372000,-32.208000,977.219971,122,-57,42,8540.000000,-3990.000000,2940.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,856.02,-2642,1418,256,-369.880005,198.520004,35.840000,-26,-81,1337,-19.032000,-59.292000,978.684021,114,-59,41,7980.000000,-4130.000000,2870.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,857.018,-2618,1449,279,-366.519989,202.860001,39.060001,-21,-60,1337,-15.372000,-43.919998,978.684021,112,-51,41,7840.000000,-3570.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,858.017,-2688,1487,333,-376.320007,208.180008,46.619999,-22,-60,1342,-16.104000,-43.919998,982.343994,118,-58,36,8260.000000,-4060.000000,2520.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,859.017,-2606,1438,304,-364.839996,201.320007,42.560001,-22,-81,1354,-16.104000,-59.292000,991.127991,112,-51,41,7840.000000,-3570.000000,2870.000000,235,39.343262
A1,Thu 1970-01-01 01:00:00 CET,860.017,-2617,1472,206,-366.380005,206.080002,28.840000,-18,-38,1341,-13.176000,-27.816000,981.612000,121,-53,40,8470.000000,-3710.000000,2800.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,861.018,-2683,1457,194,-375.619995,203.979996,27.160000,-23,-84,1358,-16.836000,-61.487999,994.055969,117,-58,39,8190.000000,-4060.000000,2730.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,862.018,-2643,1473,219,-370.019989,206.220001,30.660000,-21,-36,1327,-15.372000,-26.351999,971.364014,117,-59,41,8190.000000,-4130.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,863.018,-2583,1497,291,-361.619995,209.580002,40.740002,-24,-79,1352,-17.568001,-57.827999,989.664001,114,-56,40,7980.000000,-3920.000000,2800.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,864.018,-2588,1507,251,-362.320007,210.979996,35.139999,-20,-37,1328,-14.639999,-27.084000,972.096008,111,-54,39,7770.000000,-3780.000000,2730.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,865.02,-2708,1460,263,-379.119995,204.399994,36.820000,-13,-56,1350,-9.516000,-40.992001,988.200012,106,-59,40,7420.000000,-4130.000000,2800.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,866.02,-2611,1533,244,-365.540009,214.619995,34.160000,-17,-49,1340,-12.444000,-35.868000,980.880005,109,-51,40,7630.000000,-3570.000000,2800.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,867.019,-2602,1413,267,-364.279999,197.820007,37.380001,-12,-33,1353,-8.784000,-24.156000,990.395996,121,-53,40,8470.000000,-3710.000000,2800.000000,235,39.343262
A1,Thu 1970-01-01 01:00:00 CET,868.017,-2585,1509,300,-361.899994,211.259995,42.000000,-27,-84,1346,-19.764000,-61.487999,985.271973,109,-53,41,7630.000000,-3710.000000,2870.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,869.016,-2592,1508,251,-362.880005,211.119995,35.139999,-10,-31,1333,-7.320000,-22.691999,975.755981,114,-51,39,7980.000000,-3570.000000,2730.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,870.018,-2583,1515,289,-361.619995,212.100006,40.459999,-23,-83,1346,-16.836000,-60.756001,985.271973,104,-55,38,7280.000000,-3850.000000,2660.000000,235,39.343262
A1,Thu 1970-01-01 01:00:00 CET,871.017,-2641,1453,209,-369.739990,203.419998,29.260000,-10,-40,1318,-7.320000,-29.279999,964.776001,118,-56,41,8260.000000,-3920.000000,2870.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,872.017,-2647,1490,128,-370.579987,208.600006,17.920000,-25,-53,1350,-18.299999,-38.796001,988.200012,118,-57,42,8260.000000,-3990.000000,2940.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,873.016,-2683,1471,224,-375.619995,205.940002,31.360001,-13,-51,1330,-9.516000,-37.332001,973.559998,113,-55,43,7910.000000,-3850.000000,3010.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,874.019,-2688,1464,204,-376.320007,204.960007,28.559999,-23,-66,1357,-16.836000,-48.312000,993.323975,117,-60,41,8190.000000,-4200.000000,2870.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,875.018,-2691,1473,358,-376.739990,206.220001,50.119999,-18,-66,1338,-13.176000,-48.312000,979.416016,110,-54,42,7700.000000,-3780.000000,2940.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,876.017,-2624,1501,262,-367.360016,210.139999,36.680000,-15,-27,1341,-10.980000,-19.764000,981.612000,119,-57,42,8330.000000,-3990.000000,2940.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,877.018,-2700,1519,270,-378.000000,212.660004,37.799999,-33,-83,1334,-24.156000,-60.756001,976.487976,105,-57,47,7350.000000,-3990.000000,3290.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,878.018,-2692,1472,232,-376.880005,206.080002,32.480000,-10,-29,1337,-7.320000,-21.228001,978.684021,124,-54,43,8680.000000,-3780.000000,3010.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,879.017,-2664,1483,216,-372.959991,207.619995,30.240000,-28,-84,1345,-20.496000,-61.487999,984.539978,114,-59,44,7980.000000,-4130.000000,3080.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,880.018,-2663,1431,271,-372.820007,200.339996,37.939999,-9,-41,1346,-6.588000,-30.011999,985.271973,119,-58,42,8330.000000,-4060.000000,2940.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,881.018,-2713,1467,161,-379.820007,205.380005,22.540001,-27,-72,1347,-19.764000,-52.703999,986.003967,114,-60,39,7980.000000,-4200.000000,2730.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,882.018,-2684,1468,161,-375.760010,205.520004,22.540001,-14,-61,1344,-10.248000,-44.652000,983.807983,115,-59,41,8050.000000,-4130.000000,2870.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,883.019,-2656,1477,198,-371.839996,206.779999,27.719999,-27,-57,1344,-19.764000,-41.723999,983.807983,117,-56,35,8190.000000,-3920.000000,2450.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,884.013,-2670,1493,155,-373.799988,209.020004,21.700001,-11,-73,1346,-8.052000,-53.436001,985.271973,107,-56,43,7490.000000,-3920.000000,3010.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,885.017,-2642,1531,186,-369.880005,214.339996,26.040001,-23,-38,1349,-16.836000,-27.816000,987.468018,120,-50,40,8400.000000,-3500.000000,2800.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,886.018,-2657,1501,225,-371.980011,210.139999,31.500000,-15,-87,1350,-10.980000,-63.683998,988.200012,114,-55,41,7980.000000,-3850.000000,2870.000000,234,39.282227
A1,Thu 1970-01-01 01:00:00 CET,887.018,-2668,1525,164,-373.519989,213.500000,22.960001,-20,-36,1331,-14.639999,-26.351999,974.291992,115,-51,41,8050.000000,-3570.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,888.018,-2647,1458,105,-370.579987,204.119995,14.700000,-14,-83,1344,-10.248000,-60.756001,983.807983,112,-64,42,7840.000000,-4480.000000,2940.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,889.018,-2657,1464,194,-371.980011,204.960007,27.160000,-21,-33,1340,-15.372000,-24.156000,980.880005,114,-52,38,7980.000000,-3640.000000,2660.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,890.018,-2668,1480,219,-373.519989,207.199997,30.660000,-18,-68,1350,-13.176000,-49.776001,988.200012,116,-57,37,8120.000000,-3990.000000,2590.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,891.016,-2665,1505,191,-373.100006,210.699997,26.740000,-24,-70,1352,-17.568001,-51.239998,989.664001,111,-51,43,7770.000000,-3570.000000,3010.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,892.018,-2698,1489,213,-377.720001,208.460007,29.820000,-17,-49,1337,-12.444000,-35.868000,978.684021,120,-61,38,8400.000000,-4270.000000,2660.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,893.018,-2660,1459,291,-372.399994,204.259995,40.740002,-21,-55,1336,-15.372000,-40.259998,977.951965,110,-56,39,7700.000000,-3920.000000,2730.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,894.018,-2676,1454,171,-374.640015,203.559998,23.940001,-7,-33,1348,-5.124000,-24.156000,986.735962,121,-57,39,8470.000000,-3990.000000,2730.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,895.018,-2604,1455,238,-364.559998,203.699997,33.320000,-26,-88,1344,-19.032000,-64.416000,983.807983,104,-51,44,7280.000000,-3570.000000,3080.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,896.018,-2653,1436,148,-371.420013,201.039993,20.719999,-7,-34,1332,-5.124000,-24.888000,975.023987,121,-54,42,8470.000000,-3780.000000,2940.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,897.017,-2678,1472,140,-374.920013,206.080002,19.600000,-27,-75,1344,-19.764000,-54.899998,983.807983,112,-54,39,7840.000000,-3780.000000,2730.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,898.017,-2660,1444,224,-372.399994,202.160004,31.360001,-10,-26,1336,-7.320000,-19.032000,977.951965,115,-50,41,8050.000000,-3500.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,899.019,-2629,1411,180,-368.059998,197.539993,25.200001,-29,-69,1344,-21.228001,-50.507999,983.807983,112,-57,41,7840.000000,-3990.000000,2870.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,900.018,-2590,1475,173,-362.600006,206.500000,24.219999,-14,-40,1330,-10.248000,-29.279999,973.559998,117,-56,43,8190.000000,-3920.000000,3010.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,901.019,-2602,1466,160,-364.279999,205.240005,22.400000,-31,-86,1351,-22.691999,-62.952000,988.932007,115,-59,38,8050.000000,-4130.000000,2660.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,902.018,-2659,1466,131,-372.260010,205.240005,18.340000,-13,-53,1337,-9.516000,-38.796001,978.684021,106,-57,41,7420.000000,-3990.000000,2870.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,903.018,-2637,1534,186,-369.179993,214.759995,26.040001,-20,-39,1346,-14.639999,-28.548000,985.271973,122,-61,42,8540.000000,-4270.000000,2940.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,904.018,-2673,1456,185,-374.220001,203.839996,25.900000,-10,-66,1340,-7.320000,-48.312000,980.880005,110,-54,43,7700.000000,-3780.000000,3010.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,905.018,-2638,1440,248,-369.320007,201.600006,34.720001,-20,-36,1324,-14.639999,-26.351999,969.167969,120,-58,36,8400.000000,-4060.000000,2520.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,906.017,-2629,1459,214,-368.059998,204.259995,29.960001,-16,-81,1342,-11.712000,-59.292000,982.343994,106,-58,40,7420.000000,-4060.000000,2800.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,907.017,-2631,1505,163,-368.339996,210.699997,22.820000,-19,-34,1336,-13.908000,-24.888000,977.951965,114,-53,41,7980.000000,-3710.000000,2870.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,908.017,-2668,1441,126,-373.519989,201.740005,17.639999,-15,-91,1348,-10.980000,-66.612000,986.735962,118,-63,41,8260.000000,-4410.000000,2870.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,909.018,-2618,1472,171,-366.519989,206.080002,23.940001,-20,-38,1325,-14.639999,-27.816000,969.899963,106,-53,38,7420.000000,-3710.000000,2660.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,910.018,-2650,1450,208,-371.000000,203.000000,29.120001,-17,-84,1343,-12.444000,-61.487999,983.075989,109,-63,41,7630.000000,-4410.000000,2870.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,911.016,-2618,1405,254,-366.519989,196.699997,35.560001,-25,-51,1336,-18.299999,-37.332001,977.951965,109,-53,45,7630.000000,-3710.000000,3150.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,912.017,-2638,1455,224,-369.320007,203.699997,31.360001,-27,-72,1342,-19.764000,-52.703999,982.343994,117,-57,38,8190.000000,-3990.000000,2660.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,913.017,-2616,1483,179,-366.239990,207.619995,25.059999,-25,-63,1354,-18.299999,-46.116001,991.127991,112,-53,45,7840.000000,-3710.000000,3150.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,914.018,-2648,1448,144,-370.720001,202.720001,20.160000,-19,-54,1337,-13.908000,-39.528000,978.684021,121,-61,38,8470.000000,-4270.000000,2660.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,915.018,-2636,1463,199,-369.040009,204.820007,27.860001,-22,-81,1349,-16.104000,-59.292000,987.468018,107,-59,39,7490.000000,-4130.000000,2730.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,916.018,-2654,1423,203,-371.559998,199.220001,28.420000,-23,-34,1343,-16.836000,-24.888000,983.075989,117,-54,46,8190.000000,-3780.000000,3220.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,917.017,-2632,1424,154,-368.480011,199.360001,21.559999,-23,-83,1356,-16.836000,-60.756001,992.591980,108,-56,40,7560.000000,-3920.000000,2800.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,918.018,-2704,1428,191,-378.559998,199.919998,26.740000,-18,-34,1325,-13.176000,-24.888000,969.899963,114,-58,40,7980.000000,-4060.000000,2800.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,919.019,-2643,1447,267,-370.019989,202.580002,37.380001,-18,-79,1353,-13.176000,-57.827999,990.395996,118,-60,41,8260.000000,-4200.000000,2870.000000,236,39.404297
A1,Thu 1970-01-01 01:00:00 CET,920.018,-2641,1468,233,-369.739990,205.520004,32.619999,-17,-63,1325,-12.444000,-46.116001,969.899963,111,-55,40,7770.000000,-3850.000000,2800.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,921.018,-2621,1482,277,-366.940002,207.479996,38.779999,-23,-61,1359,-16.836000,-44.652000,994.787964,115,-58,40,8050.000000,-4060.000000,2800.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,922.016,-2634,1490,212,-368.760010,208.600006,29.680000,-17,-67,1336,-12.444000,-49.043999,977.951965,111,-53,37,7770.000000,-3710.000000,2590.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,923.016,-2629,1504,237,-368.059998,210.559998,33.180000,-19,-48,1354,-13.908000,-35.136002,991.127991,121,-62,38,8470.000000,-4340.000000,2660.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,924.016,-2640,1404,278,-369.600006,196.559998,38.920002,-17,-86,1335,-12.444000,-62.952000,977.219971,103,-50,39,7210.000000,-3500.000000,2730.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,925.018,-2659,1478,234,-372.260010,206.919998,32.759998,-13,-35,1349,-9.516000,-25.619999,987.468018,122,-57,36,8540.000000,-3990.000000,2520.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,926.012,-2663,1463,132,-372.820007,204.820007,18.480000,-24,-89,1335,-17.568001,-65.148003,977.219971,105,-57,39,7350.000000,-3990.000000,2730.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,927.018,-2668,1485,182,-373.519989,207.899994,25.480000,-14,-30,1346,-10.248000,-21.959999,985.271973,121,-60,40,8470.000000,-4200.000000,2800.000000,234,39.282227
A1,Thu 1970-01-01 01:00:00 CET,928.019,-2664,1476,229,-372.959991,206.639999,32.060001,-23,-92,1339,-16.836000,-67.344002,980.148010,107,-55,39,7490.000000,-3850.000000,2730.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,929.018,-2628,1512,273,-367.920013,211.680008,38.220001,-13,-35,1339,-9.516000,-25.619999,980.148010,118,-52,41,8260.000000,-3640.000000,2870.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,930.018,-2665,1499,314,-373.100006,209.860001,43.959999,-18,-82,1341,-13.176000,-60.023998,981.612000,105,-58,41,7350.000000,-4060.000000,2870.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,931.018,-2645,1510,303,-370.299988,211.399994,42.420002,-19,-24,1341,-13.908000,-17.568001,981.612000,120,-48,38,8400.000000,-3360.000000,2660.000000,241,39.709473
A1,Thu 1970-01-01 01:00:00 CET,932.018,-2603,1462,255,-364.420013,204.680008,35.700001,-24,-74,1342,-17.568001,-54.167999,982.343994,120,-56,42,8400.000000,-3920.000000,2940.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,933.018,-2683,1497,325,-375.619995,209.580002,45.500000,-13,-33,1332,-9.516000,-24.156000,975.023987,116,-53,38,8120.000000,-3710.000000,2660.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,934.017,-2659,1489,288,-372.260010,208.460007,40.320000,-16,-62,1342,-11.712000,-45.383999,982.343994,115,-58,39,8050.000000,-4060.000000,2730.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,935.015,-2633,1506,277,-368.619995,210.839996,38.779999,-26,-35,1336,-19.032000,-25.619999,977.951965,109,-51,39,7630.000000,-3570.000000,2730.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,936.016,-2631,1462,235,-368.339996,204.680008,32.900002,-17,-51,1340,-12.444000,-37.332001,980.880005,123,-57,39,8610.000000,-3990.000000,2730.000000,238,39.526367
A1,Thu 1970-01-01 01:00:00 CET,937.018,-2649,1528,204,-370.860016,213.919998,28.559999,-17,-43,1339,-12.444000,-31.476000,980.148010,109,-54,42,7630.000000,-3780.000000,2940.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,938.018,-2620,1488,307,-366.799988,208.320007,42.980000,-13,-47,1349,-9.516000,-34.403999,987.468018,120,-56,41,8400.000000,-3920.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,939.018,-2645,1496,261,-370.299988,209.440002,36.540001,-20,-52,1339,-14.639999,-38.063999,980.148010,109,-55,42,7630.000000,-3850.000000,2940.000000,237,39.465332
A1,Thu 1970-01-01 01:00:00 CET,940.018,-2621,1515,262,-366.940002,212.100006,36.680000,-11,-34,1350,-8.052000,-24.888000,988.200012,120,-60,41,8400.000000,-4200.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,941.018,-2631,1470,120,-368.339996,205.800003,16.799999,-22,-63,1328,-16.104000,-46.116001,972.096008,109,-55,44,7630.000000,-3850.000000,3080.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,942.018,-2694,1451,264,-377.160004,203.139999,36.959999,-20,-29,1350,-14.639999,-21.228001,988.200012,118,-57,39,8260.000000,-3990.000000,2730.000000,240,39.648438
A1,Thu 1970-01-01 01:00:00 CET,943.018,-2632,1541,282,-368.480011,215.740005,39.480000,-21,-68,1335,-15.372000,-49.776001,977.219971,110,-58,38,7700.000000,-4060.000000,2660.000000,242,39.770508
A1,Thu 1970-01-01 01:00:00 CET,944.018,-2654,1518,234,-371.559998,212.520004,32.759998,-20,-30,1338,-14.639999,-21.959999,979.416016,120,-54,41,8400.000000,-3780.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,945.018,-2670,1499,279,-373.799988,209.860001,39.060001,-18,-85,1348,-13.176000,-62.220001,986.735962,107,-59,41,7490.000000,-4130.000000,2870.000000,239,39.587402
A1,Thu 1970-01-01 01:00:00 CET,946.02,-2652,1499,224,-371.279999,209.860001,31.360001,-22,-26,1336,-16.104000,-19.032000,977.951965,120,-52,41,8400.000000,-3640.000000,2870.000000,242,39.770508
