HTL state,Time GPS,Mission time,PS1 pressure mbar,PS1 temp Celsius,PS1 d1,PS1 d2,PS2 pressure mbar,PS2 temp Celsius,PS2 d1,PS2 d2
A1,Fri 2021-07-16 06:39:39 CEST,777.063,8053104,8853744,918.23,29.91,8384368,8957552,918.21,31.38
A1,Fri 2021-07-16 06:39:40 CEST,778.063,8052976,8854128,918.23,29.92,8384368,8957680,918.22,31.39
A1,Fri 2021-07-16 06:39:40 CEST,779.062,8053104,8854384,918.28,29.93,8383984,8957936,918.15,31.4
A1,Fri 2021-07-16 06:39:41 CEST,780.063,8052720,8854512,918.2,29.93,8384240,8958192,918.23,31.4
A1,Fri 2021-07-16 06:39:41 CEST,781.062,8052720,8854640,918.21,29.94,8384240,8958320,918.24,31.41
A1,Fri 2021-07-16 06:39:42 CEST,782.062,8052720,8854896,918.22,29.95,8384240,8958448,918.25,31.41
A1,Fri 2021-07-16 06:39:42 CEST,783.063,8052592,8855024,918.2,29.95,8383984,8958576,918.19,31.42
A1,Fri 2021-07-16 06:39:43 CEST,784.064,8052464,8855280,918.19,29.96,8383984,8958832,918.21,31.42
A1,Fri 2021-07-16 06:39:43 CEST,785.063,8052592,8855280,918.22,29.96,8383856,8958832,918.18,31.42
A1,Fri 2021-07-16 06:39:44 CEST,786.062,8052592,8855536,918.24,29.97,8383856,8959216,918.21,31.44
A1,Fri 2021-07-16 06:39:44 CEST,787.063,8052464,8855664,918.22,29.97,8383856,8959216,918.21,31.44
A1,Fri 2021-07-16 06:39:45 CEST,788.063,8052336,8855792,918.2,29.98,8383728,8959472,918.2,31.44
A1,Fri 2021-07-16 06:39:45 CEST,789.069,8052208,8856176,918.19,29.99,8383600,8959728,918.18,31.45
A1,Fri 2021-07-16 06:39:46 CEST,790.063,8052464,8856176,918.26,29.99,8383472,8959984,918.17,31.46
A1,Fri 2021-07-16 06:39:46 CEST,791.063,8052336,8856304,918.23,29.99,8383856,8960112,918.27,31.46
A1,Fri 2021-07-16 06:39:47 CEST,792.063,8051952,8856560,918.16,30,8383600,8960240,918.22,31.47
A1,Fri 2021-07-16 06:39:47 CEST,793.065,8052080,8856560,918.19,30,8383344,8960368,918.17,31.47
A1,Fri 2021-07-16 06:39:48 CEST,794.062,8051952,8856688,918.17,30,8383472,8960496,918.21,31.48
A1,Fri 2021-07-16 06:39:48 CEST,795.062,8052208,8856688,918.23,30,8383344,8960624,918.19,31.48
A1,Fri 2021-07-16 06:39:49 CEST,796.062,8052080,8856944,918.22,30.01,8383600,8960752,918.26,31.49
A1,Fri 2021-07-16 06:39:49 CEST,797.063,8051952,8857072,918.2,30.02,8383216,8960880,918.18,31.49
A1,Fri 2021-07-16 06:39:50 CEST,798.062,8052080,8857328,918.25,30.03,8383216,8961136,918.19,31.5
A1,Fri 2021-07-16 06:39:50 CEST,799.062,8052208,8857584,918.3,30.03,8383088,8961264,918.17,31.5
A1,Fri 2021-07-16 06:39:51 CEST,800.063,8052080,8857712,918.27,30.04,8383216,8961520,918.22,31.51
A1,Fri 2021-07-16 06:39:51 CEST,801.063,8051952,8857840,918.25,30.04,8382832,8961904,918.16,31.52
A1,Fri 2021-07-16 06:39:52 CEST,802.064,8051696,8857968,918.2,30.05,8383088,8962032,918.23,31.53
A1,Fri 2021-07-16 06:39:52 CEST,803.063,8051824,8858096,918.24,30.05,8382832,8962160,918.18,31.53
A1,Fri 2021-07-16 06:39:53 CEST,804.063,8051696,8858224,918.22,30.05,8382832,8962288,918.18,31.53
A1,Fri 2021-07-16 06:39:53 CEST,805.063,8051568,8858224,918.19,30.05,8382704,8962416,918.16,31.54
A1,Fri 2021-07-16 06:39:54 CEST,806.063,8051824,8858480,918.27,30.06,8382704,8962544,918.17,31.54
A1,Fri 2021-07-16 06:39:54 CEST,807.062,8051696,8858608,918.25,30.07,8383088,8962928,918.29,31.55
A1,Fri 2021-07-16 06:39:55 CEST,808.063,8051696,8858736,918.26,30.07,8382576,8962928,918.17,31.55
A1,Fri 2021-07-16 06:39:55 CEST,809.062,8051696,8858864,918.27,30.08,8382576,8963184,918.19,31.56
A1,Fri 2021-07-16 06:39:56 CEST,810.063,8051440,8859120,918.22,30.08,8382576,8963440,918.21,31.57
A1,Fri 2021-07-16 06:39:56 CEST,811.065,8051440,8859120,918.22,30.08,8382320,8963440,918.14,31.57
A1,Fri 2021-07-16 06:39:57 CEST,812.069,8051440,8859120,918.22,30.08,8382320,8963568,918.15,31.57
A1,Fri 2021-07-16 06:39:57 CEST,813.063,8051184,8859504,918.19,30.1,8382448,8963952,918.21,31.59
A1,Fri 2021-07-16 06:39:58 CEST,814.062,8051056,8859632,918.17,30.1,8382576,8964080,918.25,31.59
A1,Fri 2021-07-16 06:39:58 CEST,815.062,8051568,8859760,918.3,30.1,8382320,8964080,918.19,31.59
A1,Fri 2021-07-16 06:39:59 CEST,816.062,8051312,8860272,918.27,30.12,8382192,8964336,918.18,31.6
A1,Fri 2021-07-16 06:39:59 CEST,817.063,8050928,8860144,918.17,30.12,8382320,8964720,918.24,31.61
A1,Fri 2021-07-16 06:40:00 CEST,818.062,8051056,8860400,918.22,30.12,8382192,8964848,918.21,31.62
A1,Fri 2021-07-16 06:40:00 CEST,819.063,8051184,8860528,918.26,30.13,8382192,8964720,918.21,31.61
A1,Fri 2021-07-16 06:40:01 CEST,820.064,8050928,8860784,918.22,30.14,8381936,8965232,918.18,31.63
A1,Fri 2021-07-16 06:40:01 CEST,821.062,8050928,8860912,918.23,30.14,8381808,8964976,918.13,31.62
A1,Fri 2021-07-16 06:40:02 CEST,822.062,8051056,8861168,918.28,30.15,8381936,8965488,918.2,31.64
A1,Fri 2021-07-16 06:40:02 CEST,823.063,8050928,8861424,918.27,30.16,8381808,8965488,918.17,31.64
A1,Fri 2021-07-16 06:40:03 CEST,824.062,8050544,8861424,918.17,30.16,8381936,8965744,918.22,31.64
A1,Fri 2021-07-16 06:40:03 CEST,825.063,8050800,8861552,918.24,30.16,8381808,8965872,918.2,31.65
A1,Fri 2021-07-16 06:40:04 CEST,826.062,8050544,8861808,918.2,30.17,8381552,8966000,918.14,31.65
A1,Fri 2021-07-16 06:40:04 CEST,827.062,8050544,8862064,918.22,30.18,8381680,8966256,918.19,31.66
A1,Fri 2021-07-16 06:40:05 CEST,828.063,8050544,8862192,918.23,30.18,8381680,8966384,918.2,31.66
A1,Fri 2021-07-16 06:40:05 CEST,829.065,8050672,8862320,918.27,30.19,8381680,8966640,918.22,31.67
A1,Fri 2021-07-16 06:40:06 CEST,830.062,8050416,8862448,918.22,30.19,8381680,8966768,918.23,31.68
A1,Fri 2021-07-16 06:40:06 CEST,831.063,8050544,8862832,918.28,30.2,8381552,8966896,918.21,31.68
A1,Fri 2021-07-16 06:40:07 CEST,832.062,8050288,8862832,918.21,30.2,8381296,8967024,918.16,31.69
A1,Fri 2021-07-16 06:40:07 CEST,833.062,8050416,8863088,918.26,30.21,8381680,8967152,918.26,31.69
A1,Fri 2021-07-16 06:40:08 CEST,834.062,8050032,8863216,918.18,30.22,8381424,8967408,918.21,31.7
A1,Fri 2021-07-16 06:40:08 CEST,835.063,8050160,8863728,918.25,30.23,8381296,8967664,918.2,31.71
A1,Fri 2021-07-16 06:40:09 CEST,836.063,8050032,8863600,918.21,30.23,8381424,8967664,918.23,31.71
A1,Fri 2021-07-16 06:40:09 CEST,837.063,8050032,8863856,918.23,30.24,8381424,8967920,918.25,31.71
A1,Fri 2021-07-16 06:40:10 CEST,838.065,8049648,8864112,918.15,30.24,8381296,8967920,918.22,31.71
A1,Fri 2021-07-16 06:40:10 CEST,839.062,8049776,8864368,918.2,30.25,8381296,8968176,918.24,31.72
A1,Fri 2021-07-16 06:40:11 CEST,840.062,8049904,8864496,918.24,30.26,8381296,8968304,918.25,31.73
A1,Fri 2021-07-16 06:40:11 CEST,841.062,8049648,8864752,918.2,30.27,8381424,8968560,918.3,31.73
A1,Fri 2021-07-16 06:40:12 CEST,842.062,8049648,8864880,918.21,30.27,8380912,8968560,918.17,31.73
A1,Fri 2021-07-16 06:40:12 CEST,843.063,8049264,8865136,918.13,30.28,8381040,8968816,918.22,31.74
A1,Fri 2021-07-16 06:40:13 CEST,844.062,8049648,8865392,918.24,30.29,8380912,8968944,918.2,31.75
A1,Fri 2021-07-16 06:40:13 CEST,845.063,8049520,8865392,918.21,30.29,8380912,8969072,918.21,31.75
A1,Fri 2021-07-16 06:40:14 CEST,846.062,8049648,8865520,918.25,30.29,8380912,8969328,918.23,31.76
A1,Fri 2021-07-16 06:40:14 CEST,847.064,8049648,8865648,918.26,30.29,8380912,8969328,918.23,31.76
A1,Fri 2021-07-16 06:40:15 CEST,848.063,8049520,8866032,918.26,30.31,8380656,8969456,918.18,31.76
A1,Fri 2021-07-16 06:40:15 CEST,849.063,8049520,8866032,918.26,30.31,8381040,8969840,918.3,31.77
A1,Fri 2021-07-16 06:40:16 CEST,850.063,8049392,8866288,918.25,30.32,8380528,8969712,918.17,31.77
A1,Fri 2021-07-16 06:40:16 CEST,851.063,8049264,8866416,918.23,30.32,8380528,8969968,918.18,31.78
A1,Fri 2021-07-16 06:40:17 CEST,852.062,8049008,8866672,918.18,30.33,8380784,8970224,918.26,31.79
A1,Fri 2021-07-16 06:40:17 CEST,853.063,8049264,8866800,918.25,30.33,8380656,8970224,918.23,31.79
A1,Fri 2021-07-16 06:40:18 CEST,854.062,8048880,8867056,918.18,30.34,8380656,8970608,918.26,31.8
A1,Fri 2021-07-16 06:40:18 CEST,855.063,8048752,8867184,918.16,30.34,8380272,8970480,918.16,31.8
A1,Fri 2021-07-16 06:40:19 CEST,856.064,8049008,8867568,918.25,30.36,8380400,8970608,918.2,31.8
A1,Fri 2021-07-16 06:40:19 CEST,857.062,8048880,8867568,918.22,30.36,8380400,8970992,918.23,31.81
A1,Fri 2021-07-16 06:40:20 CEST,858.062,8048624,8867952,918.18,30.37,8380272,8971120,918.2,31.82
A1,Fri 2021-07-16 06:40:20 CEST,859.062,8048880,8868080,918.25,30.37,8380400,8971248,918.24,31.82
A1,Fri 2021-07-16 06:40:21 CEST,860.062,8048752,8868208,918.23,30.38,8380144,8971248,918.18,31.82
A1,Fri 2021-07-16 06:40:21 CEST,861.063,8048624,8868336,918.21,30.38,8380144,8971504,918.2,31.83
A1,Fri 2021-07-16 06:40:22 CEST,862.062,8048624,8868464,918.22,30.39,8380016,8971760,918.19,31.84
A1,Fri 2021-07-16 06:40:22 CEST,863.063,8048752,8868464,918.25,30.39,8380016,8971888,918.2,31.84
A1,Fri 2021-07-16 06:40:23 CEST,864.063,8048368,8868848,918.19,30.4,8379760,8972016,918.15,31.84
A1,Fri 2021-07-16 06:40:23 CEST,865.065,8048368,8869104,918.2,30.41,8379888,8972016,918.18,31.84
A1,Fri 2021-07-16 06:40:24 CEST,866.063,8048496,8868976,918.23,30.4,8379888,8972144,918.19,31.85
A1,Fri 2021-07-16 06:40:24 CEST,867.063,8048752,8869232,918.31,30.41,8379504,8972400,918.11,31.86
A1,Fri 2021-07-16 06:40:25 CEST,868.062,8048240,8869488,918.2,30.42,8379888,8972784,918.23,31.87
A1,Fri 2021-07-16 06:40:25 CEST,869.062,8048368,8869616,918.24,30.42,8379760,8972656,918.19,31.86
A1,Fri 2021-07-16 06:40:26 CEST,870.063,8048240,8869616,918.21,30.42,8379760,8973040,918.22,31.88
A1,Fri 2021-07-16 06:40:26 CEST,871.062,8048496,8869872,918.29,30.43,8379888,8973168,918.26,31.88
A1,Fri 2021-07-16 06:40:27 CEST,872.062,8047856,8870128,918.15,30.44,8379760,8973296,918.24,31.89
A1,Fri 2021-07-16 06:40:27 CEST,873.062,8048240,8870384,918.27,30.45,8379632,8973552,918.23,31.89
A1,Fri 2021-07-16 06:40:28 CEST,874.064,8048112,8870512,918.24,30.45,8379248,8973552,918.13,31.89
A1,Fri 2021-07-16 06:40:28 CEST,875.063,8048112,8870512,918.24,30.45,8379888,8973680,918.3,31.9
A1,Fri 2021-07-16 06:40:29 CEST,876.062,8047984,8870640,918.22,30.46,8379248,8973936,918.16,31.91
A1,Fri 2021-07-16 06:40:29 CEST,877.062,8047856,8871024,918.22,30.47,8379376,8974064,918.2,31.91
A1,Fri 2021-07-16 06:40:30 CEST,878.062,8047728,8871280,918.21,30.48,8379120,8974064,918.14,31.91
A1,Fri 2021-07-16 06:40:30 CEST,879.063,8047984,8871152,918.26,30.47,8379248,8974320,918.19,31.92
A1,Fri 2021-07-16 06:40:31 CEST,880.063,8047856,8871280,918.24,30.48,8379632,8974448,918.29,31.92
A1,Fri 2021-07-16 06:40:31 CEST,881.063,8047600,8871280,918.18,30.48,8379376,8974576,918.24,31.93
A1,Fri 2021-07-16 06:40:32 CEST,882.063,8047856,8871536,918.26,30.48,8379120,8974832,918.19,31.93
A1,Fri 2021-07-16 06:40:32 CEST,883.064,8047600,8871536,918.2,30.48,8378864,8974832,918.13,31.93
A1,Fri 2021-07-16 06:40:33 CEST,884.062,8047472,8871664,918.17,30.49,8379120,8974960,918.2,31.94
A1,Fri 2021-07-16 06:40:33 CEST,885.063,8047856,8871664,918.27,30.49,8379248,8975216,918.25,31.95
A1,Fri 2021-07-16 06:40:34 CEST,886.063,8047728,8871536,918.23,30.48,8378992,8975088,918.18,31.94
A1,Fri 2021-07-16 06:40:34 CEST,887.063,8047856,8871664,918.27,30.49,8378992,8975216,918.19,31.95
A1,Fri 2021-07-16 06:40:35 CEST,888.063,8047728,8871920,918.25,30.5,8378992,8975600,918.22,31.96
A1,Fri 2021-07-16 06:40:35 CEST,889.063,8047472,8871792,918.18,30.49,8378864,8975600,918.19,31.96
A1,Fri 2021-07-16 06:40:36 CEST,890.063,8047600,8871920,918.22,30.5,8378736,8975728,918.17,31.96
A1,Fri 2021-07-16 06:40:36 CEST,891.063,8047472,8872048,918.2,30.5,8378480,8975856,918.11,31.97
A1,Fri 2021-07-16 06:40:37 CEST,892.064,8047472,8872176,918.21,30.51,8378992,8976240,918.26,31.98
A1,Fri 2021-07-16 06:40:37 CEST,893.063,8047472,8872048,918.2,30.5,8378608,8976112,918.16,31.97
A1,Fri 2021-07-16 06:40:38 CEST,894.063,8047600,8872176,918.24,30.51,8378480,8976368,918.15,31.98
A1,Fri 2021-07-16 06:40:38 CEST,895.063,8047472,8872432,918.23,30.51,8378608,8976368,918.18,31.98
A1,Fri 2021-07-16 06:40:39 CEST,896.063,8047472,8872432,918.23,30.51,8378480,8976624,918.17,31.99
A1,Fri 2021-07-16 06:40:39 CEST,897.063,8047600,8872560,918.27,30.52,8378480,8976752,918.18,32
A1,Fri 2021-07-16 06:40:40 CEST,898.062,8047344,8872816,918.23,30.53,8378736,8976880,918.25,32
A1,Fri 2021-07-16 06:40:40 CEST,899.063,8047088,8872816,918.16,30.53,8378608,8977008,918.23,32
A1,Fri 2021-07-16 06:40:41 CEST,900.063,8047472,8872816,918.26,30.53,8378736,8977264,918.28,32.01
A1,Fri 2021-07-16 06:40:41 CEST,901.064,8047216,8873200,918.22,30.54,8378480,8977264,918.22,32.01
A1,Fri 2021-07-16 06:40:42 CEST,902.063,8046960,8873200,918.16,30.54,8378352,8977648,918.21,32.02
A1,Fri 2021-07-16 06:40:42 CEST,903.063,8046960,8873328,918.17,30.54,8378224,8977904,918.2,32.03
A1,Fri 2021-07-16 06:40:43 CEST,904.062,8046960,8873456,918.18,30.55,8378352,8977904,918.23,32.03
A1,Fri 2021-07-16 06:40:43 CEST,905.063,8047344,8873584,918.28,30.55,8378224,8978032,918.21,32.04
A1,Fri 2021-07-16 06:40:44 CEST,906.063,8046960,8873712,918.2,30.55,8378224,8978288,918.23,32.04
A1,Fri 2021-07-16 06:40:44 CEST,907.063,8046960,8873840,918.21,30.56,8377968,8978288,918.17,32.04
A1,Fri 2021-07-16 06:40:45 CEST,908.063,8046832,8873968,918.19,30.56,8377968,8978416,918.18,32.05
A1,Fri 2021-07-16 06:40:45 CEST,909.063,8046960,8873968,918.22,30.56,8378224,8978544,918.25,32.05
A1,Fri 2021-07-16 06:40:46 CEST,910.064,8046832,8874224,918.2,30.57,8378224,8978672,918.25,32.06
A1,Fri 2021-07-16 06:40:46 CEST,911.063,8046832,8874224,918.2,30.57,8377840,8978928,918.18,32.06
A1,Fri 2021-07-16 06:40:47 CEST,912.063,8046832,8874480,918.22,30.58,8377712,8978928,918.15,32.06
A1,Fri 2021-07-16 06:40:47 CEST,913.063,8046704,8874608,918.2,30.58,8378096,8979056,918.25,32.07
A1,Fri 2021-07-16 06:40:48 CEST,914.063,8046704,8874608,918.2,30.58,8377456,8979312,918.12,32.08
A1,Fri 2021-07-16 06:40:48 CEST,915.063,8046960,8874608,918.26,30.58,8377840,8979184,918.2,32.07
A1,Fri 2021-07-16 06:40:49 CEST,916.063,8046832,8874864,918.25,30.59,8377584,8979440,918.16,32.08
A1,Fri 2021-07-16 06:40:49 CEST,917.063,8046832,8874864,918.25,30.59,8377840,8979568,918.23,32.09
A1,Fri 2021-07-16 06:40:50 CEST,918.063,8046576,8874864,918.19,30.59,8377840,8979696,918.24,32.09
A1,Fri 2021-07-16 06:40:50 CEST,919.064,8046704,8874992,918.23,30.6,8377584,8979952,918.19,32.1
A1,Fri 2021-07-16 06:40:51 CEST,920.063,8046832,8875248,918.28,30.6,8377712,8979952,918.22,32.1
A1,Fri 2021-07-16 06:40:51 CEST,921.063,8046576,8875120,918.21,30.6,8377840,8980080,918.26,32.1
A1,Fri 2021-07-16 06:40:52 CEST,922.063,8046448,8875248,918.19,30.6,8377456,8980208,918.18,32.11
A1,Fri 2021-07-16 06:40:52 CEST,923.062,8046576,8875376,918.23,30.61,8377584,8980208,918.21,32.11
A1,Fri 2021-07-16 06:40:53 CEST,924.062,8046192,8875376,918.13,30.61,8377328,8980592,918.18,32.12
A1,Fri 2021-07-16 06:40:53 CEST,925.063,8046576,8875504,918.24,30.61,8377456,8980592,918.21,32.12
A1,Fri 2021-07-16 06:40:54 CEST,926.062,8046448,8875632,918.21,30.62,8377456,8980720,918.22,32.12
A1,Fri 2021-07-16 06:40:54 CEST,927.063,8046448,8875632,918.21,30.62,8377328,8980976,918.2,32.13
A1,Fri 2021-07-16 06:40:55 CEST,928.065,8046320,8875760,918.19,30.62,8377328,8980848,918.2,32.13
A1,Fri 2021-07-16 06:40:55 CEST,929.063,8046064,8875888,918.14,30.63,8377328,8981104,918.21,32.13
A1,Fri 2021-07-16 06:40:56 CEST,930.063,8046448,8876016,918.24,30.63,8377200,8981360,918.2,32.14
A1,Fri 2021-07-16 06:40:56 CEST,931.064,8046192,8875888,918.17,30.63,8377328,8981360,918.23,32.14
A1,Fri 2021-07-16 06:40:57 CEST,932.062,8046320,8876144,918.22,30.63,8377200,8981360,918.2,32.14
A1,Fri 2021-07-16 06:40:57 CEST,933.063,8046192,8876144,918.19,30.63,8377328,8981616,918.25,32.15
A1,Fri 2021-07-16 06:40:58 CEST,934.063,8046064,8876272,918.17,30.64,8377072,8981872,918.21,32.16
A1,Fri 2021-07-16 06:40:58 CEST,935.062,8046064,8876528,918.19,30.65,8376944,8982000,918.19,32.16
A1,Fri 2021-07-16 06:40:59 CEST,936.062,8046192,8876656,918.23,30.65,8377328,8982256,918.3,32.17
A1,Fri 2021-07-16 06:40:59 CEST,937.064,8046064,8876528,918.19,30.65,8376944,8982256,918.2,32.17
A1,Fri 2021-07-16 06:41:00 CEST,938.063,8046064,8876656,918.2,30.65,8376816,8982384,918.18,32.17
A1,Fri 2021-07-16 06:41:00 CEST,939.062,8045936,8877040,918.19,30.66,8376816,8982512,918.19,32.18
A1,Fri 2021-07-16 06:41:01 CEST,940.063,8045808,8877040,918.16,30.66,8376816,8982640,918.2,32.18
A1,Fri 2021-07-16 06:41:01 CEST,941.063,8045808,8877040,918.16,30.66,8376816,8983024,918.23,32.2
A1,Fri 2021-07-16 06:41:02 CEST,942.063,8046064,8877424,918.25,30.67,8376688,8982896,918.19,32.19
A1,Fri 2021-07-16 06:41:02 CEST,943.063,8045936,8877424,918.22,30.67,8376816,8983024,918.23,32.2
A1,Fri 2021-07-16 06:41:03 CEST,944.063,8045936,8877680,918.24,30.68,8376432,8983280,918.16,32.2
A1,Fri 2021-07-16 06:41:03 CEST,945.063,8045808,8877808,918.22,30.69,8376560,8983280,918.19,32.2
A1,Fri 2021-07-16 06:41:04 CEST,946.065,8045808,8877808,918.22,30.69,8376560,8983664,918.21,32.22
A1,Fri 2021-07-16 06:41:04 CEST,947.062,8045808,8877808,918.22,30.69,8376304,8983664,918.15,32.22
A1,Fri 2021-07-16 06:41:05 CEST,948.062,8045680,8878192,918.21,30.7,8376304,8983664,918.15,32.22
A1,Fri 2021-07-16 06:41:05 CEST,949.062,8045552,8878320,918.19,30.7,8376560,8983792,918.22,32.22
A1,Fri 2021-07-16 06:41:06 CEST,950.063,8045552,8878448,918.2,30.71,8376688,8983920,918.26,32.22
A1,Fri 2021-07-16 06:41:06 CEST,951.063,8045680,8878448,918.23,30.71,8376560,8984176,918.25,32.23
A1,Fri 2021-07-16 06:41:07 CEST,952.063,8045680,8878704,918.25,30.72,8376432,8984304,918.23,32.24
A1,Fri 2021-07-16 06:41:07 CEST,953.063,8045296,8878832,918.17,30.72,8376176,8984432,918.18,32.24
A1,Fri 2021-07-16 06:41:08 CEST,954.063,8045296,8878832,918.17,30.72,8376432,8984432,918.24,32.24
A1,Fri 2021-07-16 06:41:08 CEST,955.065,8045296,8878960,918.18,30.72,8376176,8984560,918.19,32.24
A1,Fri 2021-07-16 06:41:09 CEST,956.062,8045424,8879088,918.22,30.73,8376176,8984688,918.19,32.25
A1,Fri 2021-07-16 06:41:09 CEST,957.063,8045424,8879344,918.24,30.74,8376176,8984816,918.2,32.25
A1,Fri 2021-07-16 06:41:10 CEST,958.062,8045040,8879600,918.16,30.75,8376048,8984944,918.18,32.26
A1,Fri 2021-07-16 06:41:10 CEST,959.063,8045680,8879472,918.31,30.74,8375920,8985200,918.17,32.26
A1,Fri 2021-07-16 06:41:11 CEST,960.062,8045168,8879728,918.2,30.75,8376048,8985200,918.2,32.26
A1,Fri 2021-07-16 06:41:11 CEST,961.062,8045296,8879856,918.24,30.75,8375920,8985328,918.18,32.27
A1,Fri 2021-07-16 06:41:12 CEST,962.061,8045168,8879856,918.21,30.75,8375920,8985456,918.19,32.27
A1,Fri 2021-07-16 06:41:12 CEST,963.063,8045040,8879856,918.18,30.75,8375920,8985456,918.19,32.27
A1,Fri 2021-07-16 06:41:13 CEST,964.064,8045168,8879984,918.22,30.76,8375920,8985712,918.21,32.28
A1,Fri 2021-07-16 06:41:13 CEST,965.063,8044912,8880112,918.17,30.76,8375792,8985840,918.19,32.28
A1,Fri 2021-07-16 06:41:14 CEST,966.062,8045296,8880240,918.27,30.77,8375920,8985968,918.22,32.29
A1,Fri 2021-07-16 06:41:14 CEST,967.063,8045040,8880240,918.21,30.77,8375536,8985968,918.13,32.29
A1,Fri 2021-07-16 06:41:15 CEST,968.062,8045040,8880112,918.2,30.76,8375664,8985968,918.16,32.29
A1,Fri 2021-07-16 06:41:15 CEST,969.062,8044912,8880112,918.17,30.76,8375920,8986352,918.25,32.3
A1,Fri 2021-07-16 06:41:16 CEST,970.063,8044912,8880368,918.19,30.77,8376048,8986224,918.27,32.3
A1,Fri 2021-07-16 06:41:16 CEST,971.063,8045168,8880368,918.25,30.77,8375664,8986480,918.2,32.31
A1,Fri 2021-07-16 06:41:17 CEST,972.062,8045040,8880368,918.22,30.77,8375920,8986608,918.27,32.31
A1,Fri 2021-07-16 06:41:17 CEST,973.064,8045040,8880368,918.22,30.77,8375408,8986608,918.15,32.31
A1,Fri 2021-07-16 06:41:18 CEST,974.063,8045040,8880368,918.22,30.77,8375408,8986864,918.17,32.32
A1,Fri 2021-07-16 06:41:18 CEST,975.063,8044784,8880624,918.17,30.78,8375536,8986864,918.2,32.32
A1,Fri 2021-07-16 06:41:19 CEST,976.063,8045040,8880496,918.23,30.77,8375408,8987120,918.18,32.33
A1,Fri 2021-07-16 06:41:19 CEST,977.063,8045040,8880624,918.24,30.78,8375920,8987248,918.32,32.33
A1,Fri 2021-07-16 06:41:20 CEST,978.063,8045168,8880752,918.28,30.78,8375536,8987376,918.23,32.33
A1,Fri 2021-07-16 06:41:20 CEST,979.064,8044912,8880752,918.21,30.78,8375280,8987504,918.18,32.34
A1,Fri 2021-07-16 06:41:21 CEST,980.063,8045040,8880880,918.25,30.79,8375152,8987504,918.15,32.34
A1,Fri 2021-07-16 06:41:21 CEST,981.063,8044784,8881008,918.2,30.79,8375024,8987760,918.14,32.35
A1,Fri 2021-07-16 06:41:22 CEST,982.064,8044784,8881136,918.21,30.79,8375152,8987888,918.18,32.35
A1,Fri 2021-07-16 06:41:22 CEST,983.063,8044784,8881392,918.23,30.8,8375024,8988016,918.16,32.35
A1,Fri 2021-07-16 06:41:23 CEST,984.062,8044528,8881520,918.18,30.81,8375280,8988144,918.23,32.36
A1,Fri 2021-07-16 06:41:23 CEST,985.063,8044528,8881648,918.19,30.81,8375280,8988144,918.23,32.36
A1,Fri 2021-07-16 06:41:24 CEST,986.062,8044656,8881648,918.22,30.81,8375152,8988272,918.21,32.36
A1,Fri 2021-07-16 06:41:24 CEST,987.062,8044656,8881648,918.22,30.81,8375280,8988400,918.25,32.37
A1,Fri 2021-07-16 06:41:25 CEST,988.061,8044784,8882032,918.28,30.82,8374768,8988656,918.14,32.37
A1,Fri 2021-07-16 06:41:25 CEST,989.062,8044528,8881904,918.2,30.82,8375152,8988784,918.24,32.38
A1,Fri 2021-07-16 06:41:26 CEST,990.063,8044656,8882160,918.25,30.83,8374768,8988784,918.15,32.38
A1,Fri 2021-07-16 06:41:26 CEST,991.065,8044400,8882160,918.19,30.83,8374640,8988912,918.13,32.38
A1,Fri 2021-07-16 06:41:27 CEST,992.063,8044400,8882288,918.2,30.83,8375024,8989040,918.23,32.39
A1,Fri 2021-07-16 06:41:27 CEST,993.063,8044400,8882416,918.21,30.84,8374768,8989296,918.19,32.4
A1,Fri 2021-07-16 06:41:28 CEST,994.063,8044656,8882416,918.27,30.84,8374896,8989424,918.23,32.4
A1,Fri 2021-07-16 06:41:28 CEST,995.063,8044400,8882672,918.23,30.84,8374896,8989424,918.23,32.4
A1,Fri 2021-07-16 06:41:29 CEST,996.063,8044400,8882544,918.22,30.84,8375152,8989424,918.29,32.4
A1,Fri 2021-07-16 06:41:29 CEST,997.063,8044144,8882672,918.17,30.84,8374640,8989424,918.17,32.4
A1,Fri 2021-07-16 06:41:30 CEST,998.062,8044144,8882800,918.18,30.85,8374512,8989808,918.16,32.41
A1,Fri 2021-07-16 06:41:30 CEST,999.063,8044272,8882800,918.21,30.85,8374640,8989936,918.2,32.42
A1,Fri 2021-07-16 06:41:31 CEST,1000.06,8044272,8882928,918.22,30.85,8374640,8990064,918.21,32.42
A1,Fri 2021-07-16 06:41:31 CEST,1001.06,8044528,8882928,918.28,30.85,8374512,8990192,918.19,32.42
A1,Fri 2021-07-16 06:41:32 CEST,1002.06,8044272,8883056,918.23,30.86,8374512,8990320,918.2,32.43
A1,Fri 2021-07-16 06:41:32 CEST,1003.06,8043888,8883184,918.14,30.86,8374512,8990320,918.2,32.43
A1,Fri 2021-07-16 06:41:33 CEST,1004.06,8044144,8883312,918.21,30.86,8374512,8990576,918.22,32.44
A1,Fri 2021-07-16 06:41:33 CEST,1005.06,8044272,8883312,918.24,30.86,8374512,8990576,918.22,32.44
A1,Fri 2021-07-16 06:41:34 CEST,1006.06,8044272,8883568,918.26,30.87,8374256,8990704,918.16,32.44
A1,Fri 2021-07-16 06:41:34 CEST,1007.06,8043888,8883568,918.17,30.87,8374384,8990960,918.21,32.45
