88.75646566;24.43
87.14651012;24.49
87.14651012;24.43
86.57649507;24.43
86.90604778;24.52
86.81604556;24.46
86.57649507;24.43
87.26699068;24.49
87.26699068;24.49
87.14651012;24.4
87.14651012;24.43
87.26699068;24.46
87.3574604;24.46
87.26699068;24.46
87.93261729;24.49
87.93261729;24.46
88.17592007;24.5
87.3574604;24.47
87.3574604;24.44
88.05418465;24.44
87.4782326;24.44
87.93261729;24.47
85.12360347;24.4
87.26699068;24.5
87.93261729;24.44
88.05418465;24.56
88.05418465;24.47
87.26699068;24.44
87.26699068;24.5
87.93261729;24.5
87.14651012;24.47
87.84155193;24.47
84.9180475;24.44
87.14651012;24.47
87.3574604;24.5
88.05418465;24.41
87.14651012;24.47
87.26699068;24.41
88.05418465;24.51
87.26699068;24.51
87.26699068;24.51
87.26699068;24.41
87.26699068;24.44
87.14651012;24.51
87.26699068;24.44
87.26699068;24.48
87.3574604;24.45
87.3574604;24.48
87.0261959;24.51
87.26699068;24.48
87.93261729;24.45
87.26699068;24.42
87.14651012;24.51
87.26699068;24.51
87.26699068;24.45
87.3574604;24.45
87.26699068;24.48
87.26699068;24.48
87.26699068;24.51
87.26699068;24.48
87.14651012;24.42
86.57649507;24.48
86.4569678;24.55
86.57649507;24.45
86.36743066;24.51
87.26699068;24.39
86.24819203;24.51
86.4569678;24.49
86.57649507;24.52
84.4500673;24.45
86.4569678;24.46
86.4569678;24.52
86.4569678;24.52
86.36743066;24.45
86.57649507;24.49
86.36743066;24.46
86.01020841;24.52
86.36743066;24.46
85.68405277;24.46
86.24819203;24.46
86.57649507;24.46
86.4569678;24.52
85.89146296;24.49
86.36743066;24.46
86.4569678;24.52
86.57649507;24.49
86.4569678;24.49
86.4569678;24.46
86.57649507;24.43
86.57649507;24.46
85.89146296;24.43
86.4569678;24.52
85.80251147;24.46
85.80251147;24.49
85.89146296;24.46
86.57649507;24.46
86.69618758;24.46
86.57649507;24.5
86.4569678;24.46
86.57649507;24.43
86.01020841;24.53
86.57649507;24.53
86.69618758;24.37
86.4569678;24.53
86.24819203;24.47
86.57649507;24.4
86.4569678;24.47
86.4569678;24.53
86.4569678;24.41
86.36743066;24.47
86.36743066;24.37
86.69618758;24.47
86.4569678;24.41
86.01020841;24.41
86.4569678;24.44
86.57649507;24.44
85.68405277;24.44
85.56575761;24.47
85.68405277;24.5
85.80251147;24.44
86.36743066;24.35
85.56575761;24.41
85.68405277;24.53
86.36743066;24.47
86.4569678;24.47
85.80251147;24.38
85.80251147;24.5
85.80251147;24.41
85.56575761;24.51
85.68405277;24.41
84.9180475;24.48
85.56575761;24.47
84.9180475;24.41
84.9180475;24.45
85.00608207;24.48
84.9180475;24.48
84.9180475;24.51
84.80080989;24.48
84.36260856;24.48
84.9180475;24.48
84.1298278;24.45
84.9180475;24.48
84.24613778;24.54
85.00608207;24.42
84.24613778;24.42
84.36260856;24.51
84.24613778;24.39
84.36260856;24.48
84.24613778;24.45
84.24613778;24.48
84.24613778;24.48
84.24613778;24.42
84.36260856;24.42
81.66763893;24.48
84.0136784;24.48
84.0136784;24.48
83.9266716;24.48
84.24613778;24.48
84.0136784;24.42
84.36260856;24.52
84.24613778;24.39
84.24613778;24.45
84.24613778;24.45
84.36260856;24.49
84.4500673;24.49
84.1298278;24.49
84.0136784;24.49
84.1298278;24.46
84.56682001;24.49
84.0136784;24.46
84.0136784;24.46
83.57954451;24.46
84.1298278;24.33
84.68373413;24.52
84.36260856;24.43
84.24613778;24.52
83.4929873;24.49
84.36260856;24.46
84.1298278;24.46
84.56682001;24.49
83.69509372;24.43
84.36260856;24.43
83.81080267;24.43
83.57954451;24.43
83.37771712;24.46
83.26260608;24.49
83.57954451;24.46
83.4929873;24.52
83.57954451;24.49
81.97850612;24.43
83.81080267;24.49
83.26260608;24.5
82.8323533;24.43
83.37771712;24.46
83.26260608;24.43
83.26260608;24.5
82.60379496;24.43
83.06154404;24.43
82.8323533;24.53
82.8323533;24.43
82.94686951;24.47
82.51824827;24.37
82.71799519;24.47
81.75230379;24.47
82.94686951;24.44
82.51824827;24.47
82.8323533;24.47
82.71799519;24.47
82.09184189;24.47
81.97850612;24.44
82.60379496;24.53
81.97850612;24.44
81.86532683;24.44
81.97850612;24.44
82.09184189;24.44
81.13346052;24.5
81.97850612;24.47
82.09184189;24.44
81.86532683;24.47
81.86532683;24.53
81.86532683;24.41
81.97850612;24.47
78.949612;24.47
81.86532683;24.44
81.66763893;24.35
81.21757161;24.51
81.86532683;24.47
81.32985537;24.44
81.32985537;24.44
81.97850612;24.44
81.75230379;24.47
81.21757161;24.38
81.21757161;24.47
81.21757161;24.45
81.32985537;24.41
81.21757161;24.48
81.0214479;24.45
80.60277611;24.48
80.71420992;24.48
80.60277611;24.48
80.49149615;24.45
80.60277611;24.48
80.38036982;24.38
79.66177885;24.38
79.77191173;24.45
80.49149615;24.45
80.38036982;24.48
79.77191173;24.42
79.77191173;24.48
79.85461129;24.42
80.49149615;24.45
79.85461129;24.45
79.85461129;24.48
79.55179803;24.48
79.77191173;24.45
79.55179803;24.42
79.66177885;24.39
