Time GPS,Mission time,MGT-X raw,MGT-Y raw,MGT-Z raw,MGT-X mgauss,MGT-Y mgauss,MGT-Z mgauss,ACC-X raw,ACC-Y raw,ACC-Z raw,ACC-X mg,ACC-Y mg,ACC-Z mg,GYRO-X raw,GYRO-Y raw,GYRO-Z raw,GYRO-X mdps,GYRO-Y mdps,GYRO-Z mdps,Temp raw,Temp Celsius
Thu 1970-01-01 01:00:00 CET,0.0178408,829,3158,303,116.059998,442.119995,42.420002,-20,-26,1340,-14.639999,-19.032000,980.880005,109,49,44,7630.000000,3430.000000,3080.000000,176,35.742188
Thu 1970-01-01 01:00:00 CET,1.01685,877,3207,329,122.779999,448.980011,46.060001,-12,-29,1350,-8.784000,-21.228001,988.200012,111,45,40,7770.000000,3150.000000,2800.000000,177,35.803223
Thu 1970-01-01 01:00:00 CET,2.01668,856,3241,352,119.840004,453.739990,49.279999,-16,-29,1347,-11.712000,-21.228001,986.003967,105,49,41,7350.000000,3430.000000,2870.000000,177,35.803223
Thu 1970-01-01 01:00:00 CET,3.01657,854,3251,400,119.559998,455.140015,56.000000,-10,-30,1348,-7.320000,-21.959999,986.735962,108,49,43,7560.000000,3430.000000,3010.000000,176,35.742188
Thu 1970-01-01 01:00:00 CET,4.01679,875,3262,323,122.500000,456.679993,45.220001,-17,-30,1345,-12.444000,-21.959999,984.539978,109,49,42,7630.000000,3430.000000,2940.000000,181,36.047363
Thu 1970-01-01 01:00:00 CET,5.0166,885,3243,394,123.900002,454.019989,55.160000,-16,-29,1347,-11.712000,-21.228001,986.003967,106,50,40,7420.000000,3500.000000,2800.000000,176,35.742188
Thu 1970-01-01 01:00:00 CET,6.01479,868,3188,344,121.520004,446.320007,48.160000,-20,-26,1349,-14.639999,-19.032000,987.468018,105,52,40,7350.000000,3640.000000,2800.000000,179,35.925293
Thu 1970-01-01 01:00:00 CET,7.0149,846,3233,307,118.440002,452.619995,42.980000,-14,-19,1345,-10.248000,-13.908000,984.539978,112,49,44,7840.000000,3430.000000,3080.000000,176,35.742188
Thu 1970-01-01 01:00:00 CET,8.01673,839,3213,300,117.459999,449.820007,42.000000,-17,-24,1342,-12.444000,-17.568001,982.343994,110,49,44,7700.000000,3430.000000,3080.000000,176,35.742188
Thu 1970-01-01 01:00:00 CET,9.0165,861,3203,346,120.540001,448.420013,48.439999,-10,-30,1351,-7.320000,-21.959999,988.932007,112,54,43,7840.000000,3780.000000,3010.000000,178,35.864258
