HTL state,Time GPS,Mission time,anemometro Celsius,anemometro Volts,anemometro Vcc,aire abajo Celsius,aire abajo Volts,aire abajo Vcc,infinito Celsius,infinito Volts,infinito Vcc,aire arriba Celsius,aire arriba Volts,aire arriba Vcc,exterior Celsius,exterior Volts,exterior Vcc,placa arriba Celsius,placa arriba Volts,placa arriba Vcc,placa abajo Celsius,placa abajo Volts,placa abajo Vcc
A1,Thu 1970-01-01 01:00:00 CET,21.559992,253.166595,3.272800,4.870280,30.929152,2.632100,4.871080,31.483353,2.633420,4.869240,31.448870,2.633860,4.870320,30.574490,2.631480,4.872680,32.600250,2.638220,4.869520,33.556087,2.642420,4.869960
A1,Thu 1970-01-01 01:00:00 CET,22.560544,252.743668,3.271260,4.869240,31.234686,2.632620,4.869680,31.599825,2.634360,4.870080,31.002386,2.632320,4.870920,31.094490,2.631840,4.869320,32.754185,2.637840,4.867640,33.921513,2.643540,4.869240
A1,Thu 1970-01-01 01:00:00 CET,23.560137,253.226562,3.273000,4.870400,31.099108,2.631600,4.868840,31.287207,2.633380,4.870680,31.243584,2.632960,4.870240,30.971294,2.632060,4.870680,32.852158,2.638940,4.868920,33.872707,2.643360,4.869280
A1,Thu 1970-01-01 01:00:00 CET,24.560632,253.341721,3.272960,4.870000,31.426702,2.633400,4.869640,31.331570,2.630040,4.864160,31.048100,2.626220,4.859280,30.788261,2.624920,4.858880,32.874676,2.633180,4.858120,34.163937,2.639240,4.859480
A1,Thu 1970-01-01 01:00:00 CET,25.526872,256.867004,3.272980,4.859680,31.226374,2.625060,4.855760,31.546900,2.626740,4.856400,31.279911,2.626040,4.857160,30.868603,2.623980,4.856520,33.203796,2.633760,4.856680,34.119507,2.637580,4.856760
A1,Thu 1970-01-01 01:00:00 CET,26.437807,256.800476,3.271960,4.858360,31.134726,2.619100,4.845440,31.510723,2.620900,4.845880,31.588095,2.622000,4.847320,30.489046,2.617320,4.847120,33.320732,2.628320,4.845760,34.885956,2.635380,4.846920
A1,Thu 1970-01-01 01:00:00 CET,27.539277,255.196136,3.272760,4.864240,31.215292,2.628820,4.862800,31.756422,2.631680,4.863920,31.440157,2.631920,4.866800,30.894983,2.630920,4.869160,33.498417,2.641400,4.868520,34.954498,2.647080,4.867920
A1,Thu 1970-01-01 01:00:00 CET,28.561031,253.416260,3.272920,4.869720,30.967199,2.631200,4.869120,31.853937,2.634380,4.868160,31.375658,2.633360,4.869960,30.686960,2.630460,4.869920,33.824581,2.642640,4.868320,34.863918,2.647360,4.869120
A1,Thu 1970-01-01 01:00:00 CET,29.553879,253.402710,3.272920,4.869760,31.098616,2.632160,4.869880,31.848024,2.634940,4.869240,31.174994,2.631960,4.868920,30.940172,2.631260,4.869440,33.908665,2.641880,4.866280,35.169445,2.647920,4.867840
A1,Thu 1970-01-01 01:00:00 CET,30.554126,254.540543,3.274020,4.868040,31.045483,2.631700,4.869440,31.461123,2.633760,4.870040,31.213507,2.632640,4.869880,31.078945,2.631840,4.869440,33.775009,2.643000,4.869360,34.629673,2.647200,4.870600
A1,Thu 1970-01-01 01:00:00 CET,31.560703,253.197479,3.271840,4.868760,30.723743,2.631500,4.871560,31.702877,2.633340,4.867400,31.066292,2.631960,4.869760,31.000137,2.631100,4.868680,34.136730,2.644320,4.869040,35.511955,2.649740,4.868600
A1,Thu 1970-01-01 01:00:00 CET,32.559746,256.189819,3.272080,4.860320,30.795156,2.625100,4.859160,31.564264,2.628240,4.859040,30.532352,2.624780,4.860600,30.978958,2.626580,4.860480,34.459934,2.639480,4.857680,35.517010,2.644340,4.858640
A1,Thu 1970-01-01 01:00:00 CET,33.553884,256.076813,3.272100,4.860680,31.335726,2.626640,4.857840,31.414696,2.628180,4.860080,31.596069,2.629000,4.860200,30.992258,2.626960,4.861080,34.495899,2.640780,4.859800,35.268261,2.645040,4.861800
A1,Thu 1970-01-01 01:00:00 CET,34.553888,256.093262,3.272240,4.860840,31.181919,2.626540,4.858840,31.529226,2.628960,4.860640,31.017469,2.627000,4.860960,30.680988,2.627540,4.864560,34.333504,2.643980,4.866920,35.630230,2.650160,4.868480
A1,Thu 1970-01-01 01:00:00 CET,35.560336,253.795822,3.272840,4.868480,31.219385,2.632340,4.869280,31.861235,2.633220,4.865960,31.146671,2.632620,4.870360,30.849394,2.631680,4.870920,34.466347,2.645440,4.868600,35.566143,2.650180,4.869000
A1,Thu 1970-01-01 01:00:00 CET,36.560350,253.631241,3.272540,4.868520,31.139807,2.631640,4.868600,31.936306,2.634420,4.867600,31.523623,2.633220,4.868560,31.173792,2.632820,4.870520,34.550903,2.645680,4.868400,35.726166,2.651860,4.870880
A1,Thu 1970-01-01 01:00:00 CET,37.561487,253.486298,3.272360,4.868680,31.168406,2.631500,4.868120,31.143408,2.632520,4.870200,30.843546,2.631180,4.870040,31.070757,2.631460,4.868800,34.751278,2.646940,4.869200,36.270027,2.651800,4.866680
A1,Thu 1970-01-01 01:00:00 CET,38.519546,255.422455,3.271780,4.862120,31.083317,2.629480,4.865040,31.526117,2.630180,4.862920,31.663990,2.631360,4.864040,30.971695,2.628560,4.864200,34.830387,2.644460,4.864040,36.249462,2.651280,4.865880
A1,Thu 1970-01-01 01:00:00 CET,39.527435,254.977982,3.272840,4.865000,31.244968,2.629160,4.863200,31.551794,2.630460,4.863240,31.609278,2.631500,4.864720,31.353676,2.629440,4.862880,35.107151,2.639440,4.852720,36.573860,2.646260,4.854240
A1,Thu 1970-01-01 01:00:00 CET,40.549762,257.116608,3.271880,4.857320,31.272367,2.626960,4.858920,31.504873,2.628880,4.860680,31.841928,2.629200,4.858680,30.883717,2.626680,4.861400,35.382366,2.643440,4.858000,36.785580,2.649260,4.858160
A1,Thu 1970-01-01 01:00:00 CET,41.553293,256.007782,3.271560,4.860080,31.020609,2.625500,4.858160,31.735762,2.629300,4.859680,31.797621,2.628280,4.857320,31.236534,2.626400,4.858160,35.436462,2.644380,4.859320,36.445190,2.649660,4.861440
A1,Thu 1970-01-01 01:00:00 CET,42.553414,252.989883,3.272180,4.869880,31.185091,2.632240,4.869360,31.468390,2.632860,4.868320,31.409246,2.632700,4.868480,30.958395,2.631120,4.869040,35.779495,2.650380,4.867760,36.560848,2.655060,4.870480
