HTL state,Time GPS,Mission time,TC74-0,TC74-1,TC74-2,TC74-3,TC74-4
A1,Thu 1970-01-01 01:00:00 CET,50.050895,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,51.049290,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,52.046133,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,53.050507,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,54.050748,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,55.051888,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,56.051310,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,57.051377,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,58.051027,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,59.051820,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,60.051517,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,61.051665,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,62.051260,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,63.050450,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,64.049433,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,65.047772,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,66.050931,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,67.050620,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,68.050864,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,69.050721,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,70.050886,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,71.050726,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,72.050660,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,73.052003,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,74.050750,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,75.051504,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,76.047615,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,77.049479,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,78.049359,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,79.050861,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,80.050767,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,81.050768,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,82.051911,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,83.050790,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,84.050716,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,85.050649,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,86.049742,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,87.049943,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,88.051537,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,89.049567,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,90.049600,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,91.050994,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,92.051031,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,93.050830,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,94.050491,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,95.049718,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,96.049767,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,97.049887,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,98.049290,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,99.049896,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,100.050957,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,101.049789,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,102.049476,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,103.049234,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,104.043491,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,105.050758,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,106.050395,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,107.049826,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,108.049624,27.500000,27.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,109.051472,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,110.050756,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,111.051941,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,112.051225,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,113.051222,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,114.051176,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,115.051213,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,116.049582,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,117.051158,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,118.052316,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,119.051112,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,120.051212,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,121.051362,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,122.051252,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,123.051323,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,124.051641,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,125.050753,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,126.050604,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,127.052698,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,128.050851,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,129.049778,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,130.043083,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,131.049605,28.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,132.049509,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,133.049576,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,134.050868,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,135.051449,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,136.052787,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,137.051298,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,138.050788,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,139.051082,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,140.051777,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,141.050627,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,142.050416,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,143.049790,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,144.049894,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,145.051239,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,146.049630,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,147.049666,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,148.049707,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,149.050714,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,150.050934,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,151.050580,27.500000,28.500000,26.500000,26.500000,26.500000
A1,Thu 1970-01-01 01:00:00 CET,152.050960,27.500000,28.500000,26.500000,26.500000,26.500000
