HTL state;Time GPS;Mission time;heater-HTL;Time GPS;Mission time;heater-anemometer
A1;Fri 2021-07-16 07:30:26 CEST;205.114;1.322314;Fri 2021-07-16 07:30:26 CEST;205.114;0.8
A1;Fri 2021-07-16 07:30:27 CEST;206.115;1.322314;Fri 2021-07-16 07:30:27 CEST;206.115;0.8
A1;Fri 2021-07-16 07:30:27 CEST;207.114;1.322314;Fri 2021-07-16 07:30:27 CEST;207.114;0.8
A1;Fri 2021-07-16 07:30:28 CEST;208.113;1.322314;Fri 2021-07-16 07:30:28 CEST;208.113;0.8
A1;Fri 2021-07-16 07:30:28 CEST;209.113;1.322314;Fri 2021-07-16 07:30:28 CEST;209.114;0.8
A1;Fri 2021-07-16 07:30:29 CEST;210.114;1.322314;Fri 2021-07-16 07:30:29 CEST;210.114;0.8
A1;Fri 2021-07-16 07:30:29 CEST;211.114;1.322314;Fri 2021-07-16 07:30:29 CEST;211.114;0.8
A1;Fri 2021-07-16 07:30:30 CEST;212.113;1.322314;Fri 2021-07-16 07:30:30 CEST;212.113;0.8
A1;Fri 2021-07-16 07:30:30 CEST;213.114;1.322314;Fri 2021-07-16 07:30:30 CEST;213.114;0.8
A1;Fri 2021-07-16 07:30:31 CEST;214.113;1.322314;Fri 2021-07-16 07:30:31 CEST;214.113;0.8
A1;Fri 2021-07-16 07:30:31 CEST;215.115;1.322314;Fri 2021-07-16 07:30:31 CEST;215.115;0.8
A1;Fri 2021-07-16 07:30:32 CEST;216.113;1.322314;Fri 2021-07-16 07:30:32 CEST;216.113;0.8
A1;Fri 2021-07-16 07:30:32 CEST;217.113;1.322314;Fri 2021-07-16 07:30:32 CEST;217.113;0.8
A1;Fri 2021-07-16 07:30:33 CEST;218.114;1.322314;Fri 2021-07-16 07:30:33 CEST;218.114;0.8
A1;Fri 2021-07-16 07:30:33 CEST;219.114;1.322314;Fri 2021-07-16 07:30:33 CEST;219.114;0.8
