HTL state,Time GPS,Mission time,PS1 pressure mbar,PS1 temp Celsius,PS1 d1,PS1 d2,PS2 pressure mbar,PS2 temp Celsius,PS2 d1,PS2 d2
A1,Thu 1970-01-01 01:00:00 CET,0,0,0,0,0,0,0,0,0
A1,Thu 1970-01-01 01:00:00 CET,25.1137,8044912,8884464,918.48,30.9,8370160,9008240,918.43,33
A1,Thu 1970-01-01 01:00:00 CET,26.114,8045296,8884592,918.59,30.91,8370288,9008240,918.46,33
A1,Fri 2021-07-16 07:28:57 CEST,27.114,8045040,8884720,918.53,30.91,8370288,9008240,918.46,33
A1,Fri 2021-07-16 07:28:58 CEST,28.1141,8045040,8884720,918.53,30.91,8370160,9008112,918.43,32.99
A1,Fri 2021-07-16 07:28:58 CEST,29.1135,8045168,8884720,918.57,30.91,8370544,9008112,918.52,32.99
A1,Fri 2021-07-16 07:28:59 CEST,30.1142,8044784,8884848,918.48,30.91,8370288,9008112,918.46,32.99
A1,Fri 2021-07-16 07:28:59 CEST,31.114,8044528,8884848,918.42,30.91,8370416,9008112,918.49,32.99
A1,Fri 2021-07-16 07:29:00 CEST,32.1141,8044784,8884848,918.48,30.91,8370416,9007856,918.47,32.99
A1,Fri 2021-07-16 07:29:00 CEST,33.1143,8044784,8885104,918.5,30.92,8370032,9007984,918.39,32.99
A1,Fri 2021-07-16 07:29:01 CEST,34.1142,8044912,8884848,918.51,30.91,8370288,9007856,918.44,32.99
A1,Fri 2021-07-16 07:29:01 CEST,35.1157,8044656,8884848,918.45,30.91,8370672,9007856,918.53,32.99
A1,Fri 2021-07-16 07:29:02 CEST,36.114,8044912,8884976,918.52,30.92,8370416,9008112,918.49,32.99
A1,Fri 2021-07-16 07:29:02 CEST,37.1134,8044784,8884976,918.49,30.92,8370416,9007856,918.47,32.99
A1,Fri 2021-07-16 07:29:03 CEST,38.114,8044784,8885104,918.5,30.92,8370416,9007856,918.47,32.99
A1,Fri 2021-07-16 07:29:03 CEST,39.1142,8045040,8885104,918.56,30.92,8370544,9007856,918.5,32.99
A1,Fri 2021-07-16 07:29:04 CEST,40.1142,8044912,8885232,918.54,30.93,8370160,9007728,918.4,32.98
A1,Fri 2021-07-16 07:29:04 CEST,41.1139,8044528,8885232,918.45,30.93,8370544,9007856,918.5,32.99
A1,Fri 2021-07-16 07:29:05 CEST,42.1141,8044528,8885232,918.45,30.93,8370544,9007728,918.49,32.98
A1,Fri 2021-07-16 07:29:05 CEST,43.1143,8044656,8885104,918.47,30.92,8370416,9007856,918.47,32.99
A1,Fri 2021-07-16 07:29:06 CEST,44.116,8044784,8885232,918.51,30.93,8370672,9007728,918.52,32.98
A1,Fri 2021-07-16 07:29:06 CEST,45.1148,8044784,8885360,918.52,30.93,8370544,9007728,918.49,32.98
A1,Fri 2021-07-16 07:29:07 CEST,46.1141,8044528,8885488,918.47,30.94,8370160,9007728,918.4,32.98
A1,Fri 2021-07-16 07:29:07 CEST,47.1142,8044912,8885488,918.56,30.94,8370544,9007728,918.49,32.98
A1,Fri 2021-07-16 07:29:08 CEST,48.114,8044528,8885616,918.47,30.94,8370416,9007728,918.46,32.98
A1,Fri 2021-07-16 07:29:08 CEST,49.1194,8044656,8885488,918.5,30.94,8370416,9007600,918.45,32.98
A1,Fri 2021-07-16 07:29:09 CEST,50.1134,8044528,8885744,918.48,30.94,8370416,9007472,918.44,32.97
A1,Fri 2021-07-16 07:29:09 CEST,51.1142,8044144,8885744,918.39,30.94,8370160,9007472,918.38,32.97
A1,Fri 2021-07-16 07:29:10 CEST,52.114,8044528,8885744,918.48,30.94,8370544,9007472,918.47,32.97
A1,Fri 2021-07-16 07:29:10 CEST,53.1162,8044400,8885616,918.44,30.94,8370800,9007472,918.53,32.97
A1,Fri 2021-07-16 07:29:11 CEST,54.1141,8044528,8885744,918.48,30.94,8370416,9007344,918.43,32.97
A1,Fri 2021-07-16 07:29:11 CEST,55.1143,8044784,8885744,918.55,30.94,8370032,9007472,918.35,32.97
A1,Fri 2021-07-16 07:29:12 CEST,56.1141,8044656,8885872,918.52,30.95,8370672,9007344,918.49,32.97
A1,Fri 2021-07-16 07:29:12 CEST,57.1143,8044784,8886128,918.57,30.96,8370544,9007344,918.46,32.97
A1,Fri 2021-07-16 07:29:13 CEST,58.1141,8044528,8886128,918.51,30.96,8370800,9007344,918.52,32.97
A1,Fri 2021-07-16 07:29:13 CEST,59.1142,8044528,8886000,918.5,30.95,8370544,9007344,918.46,32.97
A1,Fri 2021-07-16 07:29:14 CEST,60.1142,8044528,8885744,918.48,30.94,8370288,9007088,918.38,32.96
A1,Fri 2021-07-16 07:29:14 CEST,61.1142,8044784,8885872,918.56,30.95,8370800,9007088,918.51,32.96
A1,Fri 2021-07-16 07:29:15 CEST,62.1154,8044656,8885744,918.52,30.94,8370672,9007088,918.47,32.96
A1,Fri 2021-07-16 07:29:15 CEST,63.1142,8044400,8886000,918.47,30.95,8370672,9007088,918.47,32.96
A1,Fri 2021-07-16 07:29:16 CEST,64.1141,8044400,8885744,918.45,30.94,8370544,9006832,918.43,32.95
A1,Fri 2021-07-16 07:29:16 CEST,65.1144,8044272,8885872,918.43,30.95,8370544,9006832,918.43,32.95
A1,Fri 2021-07-16 07:29:17 CEST,66.114,8044784,8885872,918.56,30.95,8370672,9007088,918.47,32.96
A1,Fri 2021-07-16 07:29:17 CEST,67.1141,8044528,8886128,918.51,30.96,8370672,9006960,918.47,32.96
A1,Fri 2021-07-16 07:29:18 CEST,68.1141,8044528,8885872,918.49,30.95,8370672,9006960,918.47,32.96
A1,Fri 2021-07-16 07:29:18 CEST,69.1142,8044400,8885872,918.46,30.95,8370928,9006960,918.53,32.96
A1,Fri 2021-07-16 07:29:19 CEST,70.1142,8044656,8885744,918.52,30.94,8370800,9006704,918.48,32.95
A1,Fri 2021-07-16 07:29:19 CEST,71.116,8044400,8885872,918.46,30.95,8370928,9006704,918.51,32.95
A1,Fri 2021-07-16 07:29:20 CEST,72.114,8044528,8886000,918.5,30.95,8370800,9006704,918.48,32.95
A1,Fri 2021-07-16 07:29:20 CEST,73.1142,8044784,8885872,918.56,30.95,8370672,9006960,918.47,32.96
A1,Fri 2021-07-16 07:29:21 CEST,74.1146,8044528,8885872,918.49,30.95,8370672,9006832,918.46,32.95
A1,Fri 2021-07-16 07:29:21 CEST,75.1141,8044784,8886000,918.56,30.95,8370800,9006704,918.48,32.95
A1,Fri 2021-07-16 07:29:22 CEST,76.1148,8044400,8886000,918.47,30.95,8370800,9006832,918.49,32.95
A1,Fri 2021-07-16 07:29:22 CEST,77.114,8044528,8886128,918.51,30.96,8370928,9006704,918.51,32.95
A1,Fri 2021-07-16 07:29:23 CEST,78.114,8044400,8886128,918.48,30.96,8370800,9006704,918.48,32.95
A1,Fri 2021-07-16 07:29:23 CEST,79.1142,8044784,8886384,918.59,30.96,8370672,9006704,918.45,32.95
A1,Fri 2021-07-16 07:29:24 CEST,80.116,8044656,8886384,918.56,30.96,8370544,9006832,918.43,32.95
A1,Fri 2021-07-16 07:29:24 CEST,81.1142,8044528,8886256,918.52,30.96,8370800,9006448,918.46,32.94
A1,Fri 2021-07-16 07:29:25 CEST,82.114,8044400,8886384,918.5,30.96,8370672,9006576,918.44,32.95
A1,Fri 2021-07-16 07:29:25 CEST,83.1142,8044528,8886000,918.5,30.95,8370800,9006448,918.46,32.94
A1,Fri 2021-07-16 07:29:26 CEST,84.114,8044400,8886128,918.48,30.96,8370928,9006576,918.5,32.95
A1,Fri 2021-07-16 07:29:26 CEST,85.1144,8044400,8886256,918.49,30.96,8370544,9006320,918.39,32.94
A1,Fri 2021-07-16 07:29:27 CEST,86.114,8044528,8885744,918.48,30.94,8370672,9006320,918.42,32.94
A1,Fri 2021-07-16 07:29:27 CEST,87.1142,8044528,8885488,918.47,30.94,8370800,9006192,918.44,32.93
A1,Fri 2021-07-16 07:29:28 CEST,88.1137,8044528,8885616,918.47,30.94,8370928,9006448,918.49,32.94
A1,Fri 2021-07-16 07:29:28 CEST,89.1158,8044784,8885488,918.53,30.94,8370928,9006320,918.48,32.94
A1,Fri 2021-07-16 07:29:29 CEST,90.1141,8044656,8885232,918.48,30.93,8371184,9006320,918.54,32.94
A1,Fri 2021-07-16 07:29:29 CEST,91.1142,8044912,8884592,918.49,30.91,8371056,9005936,918.48,32.93
A1,Fri 2021-07-16 07:29:30 CEST,92.114,8045040,8884208,918.5,30.89,8370800,9006192,918.44,32.93
A1,Fri 2021-07-16 07:29:30 CEST,93.1142,8045040,8884080,918.49,30.89,8371184,9006064,918.52,32.93
A1,Fri 2021-07-16 07:29:31 CEST,94.1141,8045296,8884208,918.56,30.89,8370800,9005808,918.41,32.92
A1,Fri 2021-07-16 07:29:31 CEST,95.1143,8044912,8884080,918.46,30.89,8371056,9005936,918.48,32.93
A1,Fri 2021-07-16 07:29:32 CEST,96.114,8045552,8883440,918.56,30.87,8371184,9005936,918.51,32.93
A1,Fri 2021-07-16 07:29:32 CEST,97.1142,8045552,8883312,918.56,30.86,8371056,9005680,918.47,32.92
A1,Fri 2021-07-16 07:29:33 CEST,98.1159,8045680,8882672,918.54,30.84,8371312,9005680,918.53,32.92
A1,Fri 2021-07-16 07:29:33 CEST,99.1142,8045680,8882416,918.52,30.84,8371056,9005552,918.46,32.91
A1,Fri 2021-07-16 07:29:34 CEST,100.114,8045680,8882544,918.53,30.84,8371056,9005552,918.46,32.91
A1,Fri 2021-07-16 07:29:34 CEST,101.114,8045552,8882544,918.5,30.84,8370928,9005552,918.43,32.91
A1,Fri 2021-07-16 07:29:35 CEST,102.114,8045680,8882544,918.53,30.84,8371184,9005552,918.49,32.91
A1,Fri 2021-07-16 07:29:35 CEST,103.114,8045424,8882544,918.47,30.84,8371184,9005424,918.48,32.91
A1,Fri 2021-07-16 07:29:36 CEST,104.114,8045552,8881904,918.45,30.82,8371056,9005424,918.45,32.91
A1,Fri 2021-07-16 07:29:36 CEST,105.114,8045552,8881520,918.43,30.81,8370928,9005296,918.41,32.91
A1,Fri 2021-07-16 07:29:37 CEST,106.114,8046192,8881520,918.58,30.81,8371312,9005296,918.5,32.91
A1,Fri 2021-07-16 07:29:37 CEST,107.116,8045936,8881520,918.52,30.81,8371056,9005296,918.44,32.91
A1,Fri 2021-07-16 07:29:38 CEST,108.114,8045552,8881520,918.43,30.81,8371184,9005168,918.46,32.9
A1,Fri 2021-07-16 07:29:38 CEST,109.114,8045808,8881392,918.48,30.8,8371056,9005168,918.43,32.9
A1,Fri 2021-07-16 07:29:39 CEST,110.114,8046192,8881264,918.56,30.8,8370928,9005168,918.4,32.9
A1,Fri 2021-07-16 07:29:39 CEST,111.114,8046064,8881264,918.53,30.8,8371184,9005168,918.46,32.9
A1,Fri 2021-07-16 07:29:40 CEST,112.114,8046320,8881008,918.57,30.79,8371440,9005040,918.51,32.9
A1,Fri 2021-07-16 07:29:40 CEST,113.114,8045936,8880752,918.46,30.78,8371440,9004912,918.5,32.89
A1,Fri 2021-07-16 07:29:41 CEST,114.117,8046320,8880624,918.55,30.78,8371568,9004656,918.52,32.88
A1,Fri 2021-07-16 07:29:41 CEST,115.114,8046448,8880112,918.54,30.76,8371568,9004784,918.52,32.89
A1,Fri 2021-07-16 07:29:42 CEST,116.116,8046192,8880240,918.49,30.77,8371312,9004784,918.46,32.89
A1,Fri 2021-07-16 07:29:42 CEST,117.114,8046064,8880112,918.45,30.76,8371440,9004656,918.48,32.88
A1,Fri 2021-07-16 07:29:43 CEST,118.114,8046448,8879856,918.52,30.75,8371312,9004400,918.44,32.88
A1,Fri 2021-07-16 07:29:43 CEST,119.114,8046320,8879600,918.47,30.75,8371312,9004400,918.44,32.88
A1,Fri 2021-07-16 07:29:44 CEST,120.114,8046576,8879216,918.51,30.73,8371568,9004528,918.51,32.88
A1,Fri 2021-07-16 07:29:44 CEST,121.114,8046704,8879088,918.53,30.73,8371440,9004528,918.48,32.88
A1,Fri 2021-07-16 07:29:45 CEST,122.114,8046832,8879088,918.56,30.73,8371312,9004400,918.44,32.88
A1,Fri 2021-07-16 07:29:45 CEST,123.114,8046960,8879216,918.6,30.73,8371696,9004272,918.52,32.87
A1,Fri 2021-07-16 07:29:46 CEST,124.114,8046704,8878960,918.52,30.72,8371824,9004272,918.55,32.87
A1,Fri 2021-07-16 07:29:46 CEST,125.116,8046832,8878448,918.51,30.71,8371568,9004144,918.48,32.87
A1,Fri 2021-07-16 07:29:47 CEST,126.114,8046960,8877936,918.51,30.69,8371440,9004016,918.44,32.86
A1,Fri 2021-07-16 07:29:47 CEST,127.114,8047344,8877552,918.57,30.68,8371440,9003760,918.42,32.86
A1,Fri 2021-07-16 07:29:48 CEST,128.113,8047216,8876912,918.49,30.66,8371568,9003760,918.45,32.86
A1,Fri 2021-07-16 07:29:48 CEST,129.114,8047344,8876400,918.49,30.64,8371824,9003632,918.5,32.85
A1,Fri 2021-07-16 07:29:49 CEST,130.114,8047600,8876144,918.53,30.63,8371568,9003504,918.43,32.85
A1,Fri 2021-07-16 07:29:49 CEST,131.114,8047728,8875760,918.53,30.62,8371824,9003376,918.49,32.84
A1,Fri 2021-07-16 07:29:50 CEST,132.114,8047728,8875376,918.51,30.61,8371824,9003376,918.49,32.84
A1,Fri 2021-07-16 07:29:50 CEST,133.114,8047472,8875504,918.45,30.61,8371696,9003248,918.45,32.84
A1,Fri 2021-07-16 07:29:51 CEST,134.116,8047728,8875504,918.52,30.61,8371696,9003376,918.46,32.84
A1,Fri 2021-07-16 07:29:51 CEST,135.114,8047728,8875632,918.52,30.62,8371952,9003248,918.51,32.84
A1,Fri 2021-07-16 07:29:52 CEST,136.114,8047728,8875504,918.52,30.61,8371696,9003248,918.45,32.84
A1,Fri 2021-07-16 07:29:52 CEST,137.114,8047984,8875504,918.58,30.61,8372336,9003120,918.59,32.84
A1,Fri 2021-07-16 07:29:53 CEST,138.114,8047856,8874992,918.51,30.6,8371952,9002992,918.49,32.83
A1,Fri 2021-07-16 07:29:53 CEST,139.113,8047728,8874864,918.47,30.59,8371952,9002992,918.49,32.83
A1,Fri 2021-07-16 07:29:54 CEST,140.113,8048240,8874608,918.57,30.58,8371696,9002864,918.42,32.83
A1,Fri 2021-07-16 07:29:54 CEST,141.114,8047984,8874608,918.51,30.58,8371824,9002608,918.43,32.82
A1,Fri 2021-07-16 07:29:55 CEST,142.114,8048368,8874480,918.6,30.58,8372080,9002736,918.5,32.82
A1,Fri 2021-07-16 07:29:55 CEST,143.116,8048240,8873968,918.53,30.56,8372208,9002608,918.52,32.82
A1,Fri 2021-07-16 07:29:56 CEST,144.114,8048496,8873712,918.57,30.55,8372080,9002608,918.49,32.82
A1,Fri 2021-07-16 07:29:56 CEST,145.114,8048240,8873072,918.46,30.53,8372208,9002224,918.5,32.81
A1,Fri 2021-07-16 07:29:57 CEST,146.114,8048496,8873328,918.54,30.54,8371952,9002224,918.43,32.81
A1,Fri 2021-07-16 07:29:57 CEST,147.114,8048496,8873072,918.52,30.53,8372208,9002096,918.49,32.8
A1,Fri 2021-07-16 07:29:58 CEST,148.114,8049008,8872048,918.57,30.5,8372080,9001968,918.45,32.8
A1,Fri 2021-07-16 07:29:58 CEST,149.114,8048880,8872176,918.55,30.51,8372080,9002096,918.46,32.8
A1,Fri 2021-07-16 07:29:59 CEST,150.114,8048752,8872304,918.53,30.51,8372080,9001968,918.45,32.8
A1,Fri 2021-07-16 07:29:59 CEST,151.114,8048624,8872176,918.49,30.51,8372336,9001712,918.49,32.79
A1,Fri 2021-07-16 07:30:00 CEST,152.116,8048880,8872048,918.54,30.5,8372336,9001840,918.5,32.8
A1,Fri 2021-07-16 07:30:00 CEST,153.114,8048624,8871536,918.44,30.48,8372208,9001712,918.46,32.79
A1,Fri 2021-07-16 07:30:01 CEST,154.114,8048752,8870896,918.43,30.46,8372464,9001584,918.51,32.79
A1,Fri 2021-07-16 07:30:01 CEST,155.114,8049008,8870640,918.47,30.46,8372336,9001584,918.48,32.79
A1,Fri 2021-07-16 07:30:02 CEST,156.114,8049392,8870384,918.55,30.45,8372336,9001328,918.46,32.78
A1,Fri 2021-07-16 07:30:02 CEST,157.114,8049392,8870256,918.54,30.44,8372080,9001328,918.4,32.78
A1,Fri 2021-07-16 07:30:03 CEST,158.114,8049392,8870256,918.54,30.44,8372336,9001328,918.46,32.78
A1,Fri 2021-07-16 07:30:03 CEST,159.114,8049392,8870000,918.52,30.43,8372592,9001072,918.51,32.77
A1,Fri 2021-07-16 07:30:04 CEST,160.114,8049648,8869744,918.56,30.43,8372336,9001072,918.44,32.77
A1,Fri 2021-07-16 07:30:04 CEST,161.114,8049648,8869744,918.56,30.43,8372336,9001200,918.45,32.77
A1,Fri 2021-07-16 07:30:05 CEST,162.113,8049520,8869872,918.54,30.43,8372464,9001072,918.47,32.77
A1,Fri 2021-07-16 07:30:05 CEST,163.114,8049648,8870000,918.58,30.43,8373104,9000944,918.62,32.77
A1,Fri 2021-07-16 07:30:06 CEST,164.113,8049264,8870000,918.49,30.43,8372592,9000816,918.49,32.76
A1,Fri 2021-07-16 07:30:06 CEST,165.113,8049264,8869744,918.47,30.43,8372208,9000688,918.39,32.76
A1,Fri 2021-07-16 07:30:07 CEST,166.113,8049392,8869360,918.47,30.41,8372336,9000560,918.41,32.75
A1,Fri 2021-07-16 07:30:07 CEST,167.114,8049520,8868848,918.47,30.4,8372464,9000432,918.43,32.75
A1,Fri 2021-07-16 07:30:08 CEST,168.113,8049776,8868208,918.48,30.38,8372464,9000176,918.41,32.74
A1,Fri 2021-07-16 07:30:08 CEST,169.114,8049520,8868208,918.42,30.38,8372208,9000304,918.36,32.75
A1,Fri 2021-07-16 07:30:09 CEST,170.115,8049904,8867824,918.48,30.36,8372336,9000176,918.38,32.74
A1,Fri 2021-07-16 07:30:09 CEST,171.114,8049904,8867440,918.46,30.35,8372592,8999920,918.42,32.73
A1,Fri 2021-07-16 07:30:10 CEST,172.113,8049904,8867312,918.45,30.35,8372592,8999792,918.41,32.73
A1,Fri 2021-07-16 07:30:10 CEST,173.114,8049904,8866672,918.4,30.33,8372592,8999536,918.4,32.72
A1,Fri 2021-07-16 07:30:11 CEST,174.113,8050288,8866032,918.45,30.31,8372464,8999280,918.35,32.71
A1,Fri 2021-07-16 07:30:11 CEST,175.114,8050160,8865008,918.34,30.27,8372464,8998896,918.32,32.7
A1,Fri 2021-07-16 07:30:12 CEST,176.113,8050544,8864368,918.39,30.25,8372592,8998768,918.34,32.7
A1,Fri 2021-07-16 07:30:12 CEST,177.113,8050672,8864112,918.4,30.24,8372720,8998896,918.38,32.7
A1,Fri 2021-07-16 07:30:13 CEST,178.113,8051056,8863600,918.46,30.23,8372848,8998512,918.38,32.69
A1,Fri 2021-07-16 07:30:13 CEST,179.114,8051184,8863344,918.47,30.22,8372848,8998384,918.38,32.68
A1,Fri 2021-07-16 07:30:14 CEST,180.113,8051056,8863216,918.43,30.22,8372976,8998512,918.41,32.69
A1,Fri 2021-07-16 07:30:14 CEST,181.114,8051440,8862960,918.5,30.21,8372976,8998128,918.39,32.68
A1,Fri 2021-07-16 07:30:15 CEST,182.113,8051440,8862320,918.46,30.19,8373104,8998128,918.42,32.68
A1,Fri 2021-07-16 07:30:15 CEST,183.114,8051312,8862192,918.41,30.18,8372976,8997744,918.36,32.66
A1,Fri 2021-07-16 07:30:16 CEST,184.114,8051312,8862320,918.42,30.19,8373232,8998000,918.44,32.67
A1,Fri 2021-07-16 07:30:16 CEST,185.114,8051440,8861936,918.43,30.17,8373232,8997488,918.4,32.66
A1,Fri 2021-07-16 07:30:17 CEST,186.114,8051440,8861552,918.4,30.16,8373232,8997488,918.4,32.66
A1,Fri 2021-07-16 07:30:17 CEST,187.114,8051568,8861552,918.43,30.16,8373232,8997232,918.38,32.65
A1,Fri 2021-07-16 07:30:18 CEST,188.115,8051824,8861296,918.47,30.15,8373104,8997232,918.35,32.65
A1,Fri 2021-07-16 07:30:18 CEST,189.114,8051824,8861424,918.48,30.16,8373104,8997232,918.35,32.65
A1,Fri 2021-07-16 07:30:19 CEST,190.113,8051824,8861552,918.49,30.16,8372976,8997104,918.31,32.64
A1,Fri 2021-07-16 07:30:19 CEST,191.114,8051568,8861424,918.42,30.16,8373104,8997104,918.35,32.64
A1,Fri 2021-07-16 07:30:20 CEST,192.113,8051440,8861296,918.38,30.15,8373360,8996976,918.4,32.64
A1,Fri 2021-07-16 07:30:20 CEST,193.114,8051568,8861168,918.4,30.15,8373232,8996848,918.36,32.64
A1,Fri 2021-07-16 07:30:21 CEST,194.113,8051696,8861168,918.43,30.15,8373232,8996848,918.36,32.64
A1,Fri 2021-07-16 07:30:21 CEST,195.114,8051568,8861040,918.39,30.15,8373360,8996848,918.39,32.64
A1,Fri 2021-07-16 07:30:22 CEST,196.113,8051696,8860656,918.4,30.13,8372976,8996592,918.28,32.63
A1,Fri 2021-07-16 07:30:22 CEST,197.116,8052080,8860656,918.49,30.13,8373488,8996720,918.41,32.63
A1,Fri 2021-07-16 07:30:23 CEST,198.113,8051952,8860272,918.43,30.12,8373616,8996464,918.42,32.62
A1,Fri 2021-07-16 07:30:23 CEST,199.114,8052080,8860016,918.44,30.11,8373232,8996208,918.31,32.62
A1,Fri 2021-07-16 07:30:24 CEST,200.114,8052336,8859504,918.47,30.1,8373616,8996080,918.39,32.61
A1,Fri 2021-07-16 07:30:24 CEST,201.114,8052464,8859120,918.47,30.08,8373616,8995952,918.39,32.61
A1,Fri 2021-07-16 07:30:25 CEST,202.113,8052336,8858992,918.43,30.08,8373616,8995824,918.38,32.6
A1,Fri 2021-07-16 07:30:25 CEST,203.114,8052080,8859504,918.41,30.1,8373616,8996080,918.39,32.61
A1,Fri 2021-07-16 07:30:26 CEST,204.113,8052464,8859120,918.47,30.08,8373872,8995696,918.43,32.6
A1,Fri 2021-07-16 07:30:26 CEST,205.114,8052720,8858608,918.5,30.07,8373744,8995568,918.39,32.6
A1,Fri 2021-07-16 07:30:27 CEST,206.115,8052592,8858608,918.46,30.07,8373616,8995568,918.36,32.6
A1,Fri 2021-07-16 07:30:27 CEST,207.114,8052336,8859248,918.45,30.09,8373744,8995568,918.39,32.6
A1,Fri 2021-07-16 07:30:28 CEST,208.113,8052592,8858992,918.49,30.08,8373744,8995440,918.38,32.59
A1,Fri 2021-07-16 07:30:28 CEST,209.113,8052720,8858736,918.5,30.07,8373872,8995312,918.4,32.59
A1,Fri 2021-07-16 07:30:29 CEST,210.114,8052592,8858736,918.47,30.07,8374000,8995184,918.42,32.58
A1,Fri 2021-07-16 07:30:29 CEST,211.114,8052208,8858608,918.37,30.07,8374128,8995056,918.44,32.58
A1,Fri 2021-07-16 07:30:30 CEST,212.113,8052592,8858608,918.46,30.07,8373744,8994928,918.34,32.57
A1,Fri 2021-07-16 07:30:30 CEST,213.114,8052592,8858736,918.47,30.07,8374128,8994800,918.43,32.57
A1,Fri 2021-07-16 07:30:31 CEST,214.113,8052336,8858608,918.4,30.07,8374000,8994800,918.4,32.57
A1,Fri 2021-07-16 07:30:31 CEST,215.115,8052464,8858736,918.44,30.07,8374000,8994800,918.4,32.57
A1,Fri 2021-07-16 07:30:32 CEST,216.113,8052464,8858736,918.44,30.07,8374128,8994544,918.41,32.56
A1,Fri 2021-07-16 07:30:32 CEST,217.113,8052336,8858608,918.4,30.07,8374384,8994544,918.47,32.56
A1,Fri 2021-07-16 07:30:33 CEST,218.114,8052336,8858736,918.41,30.07,8374128,8994544,918.41,32.56
A1,Fri 2021-07-16 07:30:33 CEST,219.114,8052336,8858480,918.39,30.06,8374128,8994416,918.4,32.56
A1,Fri 2021-07-16 07:30:34 CEST,220.113,8052592,8858352,918.45,30.06,8374256,8994160,918.41,32.55
A1,Fri 2021-07-16 07:30:34 CEST,221.114,8052592,8858736,918.47,30.07,8374128,8994288,918.39,32.55
A1,Fri 2021-07-16 07:30:35 CEST,222.114,8052464,8858864,918.45,30.08,8374000,8994288,918.36,32.55
A1,Fri 2021-07-16 07:30:35 CEST,223.114,8052464,8858864,918.45,30.08,8373872,8994160,918.32,32.55
A1,Fri 2021-07-16 07:30:36 CEST,224.115,8052080,8858864,918.36,30.08,8374128,8994160,918.38,32.55
A1,Fri 2021-07-16 07:30:36 CEST,225.114,8052592,8859120,918.5,30.08,8374256,8994032,918.4,32.55
A1,Fri 2021-07-16 07:30:37 CEST,226.113,8052080,8859504,918.41,30.1,8374000,8994032,918.34,32.55
A1,Fri 2021-07-16 07:30:37 CEST,227.114,8051824,8859632,918.35,30.1,8374128,8994160,918.38,32.55
A1,Fri 2021-07-16 07:30:38 CEST,228.113,8051824,8859888,918.37,30.11,8374000,8994032,918.34,32.55
A1,Fri 2021-07-16 07:30:38 CEST,229.114,8051824,8860144,918.39,30.12,8373872,8994288,918.33,32.55
A1,Fri 2021-07-16 07:30:39 CEST,230.113,8051696,8860528,918.39,30.13,8373872,8994160,918.32,32.55
A1,Fri 2021-07-16 07:30:39 CEST,231.114,8051440,8860656,918.33,30.13,8374000,8994288,918.36,32.55
A1,Fri 2021-07-16 07:30:40 CEST,232.113,8051440,8861168,918.37,30.15,8374000,8994416,918.37,32.56
A1,Fri 2021-07-16 07:30:40 CEST,233.116,8051184,8861552,918.34,30.16,8373872,8994288,918.33,32.55
A1,Fri 2021-07-16 07:30:41 CEST,234.113,8051056,8861680,918.32,30.17,8373616,8994288,918.27,32.55
A1,Fri 2021-07-16 07:30:41 CEST,235.114,8051056,8861936,918.33,30.17,8373744,8994416,918.31,32.56
A1,Fri 2021-07-16 07:30:42 CEST,236.114,8051184,8862064,918.37,30.18,8373872,8994544,918.35,32.56
A1,Fri 2021-07-16 07:30:42 CEST,237.114,8050800,8862320,918.3,30.19,8373744,8994416,918.31,32.56
A1,Fri 2021-07-16 07:30:43 CEST,238.113,8050928,8862576,918.35,30.2,8373744,8994416,918.31,32.56
A1,Fri 2021-07-16 07:30:43 CEST,239.115,8050416,8862832,918.24,30.2,8373616,8994544,918.29,32.56
A1,Fri 2021-07-16 07:30:44 CEST,240.114,8050416,8863216,918.27,30.22,8373360,8994288,918.21,32.55
A1,Fri 2021-07-16 07:30:44 CEST,241.114,8050672,8863472,918.35,30.22,8373616,8994416,918.28,32.56
A1,Fri 2021-07-16 07:30:45 CEST,242.115,8049648,8863600,918.11,30.23,8372592,8994416,918.03,32.56
A1,Fri 2021-07-16 07:30:45 CEST,243.113,8048368,8863856,917.82,30.24,8371440,8994416,917.76,32.56
A1,Fri 2021-07-16 07:30:46 CEST,244.114,8046320,8863984,917.33,30.24,8369520,8994160,917.28,32.55
A1,Fri 2021-07-16 07:30:46 CEST,245.114,8044784,8864240,916.98,30.25,8367984,8994416,916.93,32.56
A1,Fri 2021-07-16 07:30:47 CEST,246.113,8043120,8864368,916.59,30.25,8366576,8994288,916.59,32.55
A1,Fri 2021-07-16 07:30:47 CEST,247.114,8041200,8864496,916.13,30.26,8364656,8994032,916.11,32.55
A1,Fri 2021-07-16 07:30:48 CEST,248.114,8039664,8864368,915.75,30.25,8363248,8994032,915.78,32.55
A1,Fri 2021-07-16 07:30:48 CEST,249.114,8037616,8864496,915.26,30.26,8361200,8994160,915.3,32.55
A1,Fri 2021-07-16 07:30:49 CEST,250.114,8036336,8864880,914.98,30.27,8359280,8994032,914.83,32.55
A1,Fri 2021-07-16 07:30:49 CEST,251.116,8034416,8865008,914.52,30.27,8357872,8994160,914.5,32.55
A1,Fri 2021-07-16 07:30:50 CEST,252.113,8032240,8865392,914.02,30.29,8356080,8994160,914.08,32.55
A1,Fri 2021-07-16 07:30:50 CEST,253.114,8030704,8865392,913.65,30.29,8353904,8993904,913.54,32.54
A1,Fri 2021-07-16 07:30:51 CEST,254.113,8029296,8864880,913.27,30.27,8352752,8993648,913.25,32.53
